transliterated,reference,distance,features,address
aṣ̌aone,aṣ̌aōne,1,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.8RatuFra', 'index': 1}, {'id': 'Y0.8RatuFra', 'index': 2}]"
ašahe,aṣ̌ahe,1,"[{'type': 'replace', 'from': 'š', 'to': 'ṣ̌', 'str': 'ṣ̌ for š', 'is_documented': True, 'description': 'š used for ṣ̌ (written ṣ̌), common simplification.'}]","[{'id': 'Y0.8RatuFra', 'index': 3}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y0.8RatuFra', 'index': 4}]"
ẏasnāica,yasnāica,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.8RatuFra', 'index': 5}]"
vahmāica,vaɱāica,1,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y0.8RatuFra', 'index': 6}, {'id': 'Y0.8RatuFra', 'index': 7}]"
xšnaoϑrāica,xšnaōϑrāica,1,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.8RatuFra', 'index': 8}]"
frasastaiiaēca,frasastaiiaēca,0,[],"[{'id': 'Y0.8RatuFra', 'index': 9}, {'id': 'Y0.8RatuFra', 'index': 10}]"
sāuuaŋhə̄e,sāuuaŋhə̄e,0,[],"[{'id': 'Y0.8RatuFra', 'index': 11}]"
vīsiiāica,vīsiiāica,0,[],"[{'id': 'Y0.8RatuFra', 'index': 12}]"
ašaone,aṣ̌aōne,2,"[{'type': 'replace', 'from': 'š', 'to': 'ṣ̌', 'str': 'ṣ̌ for š', 'is_documented': True, 'description': 'š used for ṣ̌ (written ṣ̌), common simplification.'}, {'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.8RatuFra', 'index': 13}]"
ašahe,aṣ̌ahe,1,"[{'type': 'replace', 'from': 'š', 'to': 'ṣ̌', 'str': 'ṣ̌ for š', 'is_documented': True, 'description': 'š used for ṣ̌ (written ṣ̌), common simplification.'}]","[{'id': 'Y0.8RatuFra', 'index': 14}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y0.8RatuFra', 'index': 15}]"
yasnāica,yasnāica,0,[],"[{'id': 'Y0.8RatuFra', 'index': 16}]"
āϑrō,āϑrō,0,[],"[{'id': 'Y0.8RatuFra', 'index': 17}, {'id': 'Y0.8FireDed', 'index': 0}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y0.8FireDed', 'index': 1}]"
mazdā̊,mazdā̊,0,[],"[{'id': 'Y0.8FireDed', 'index': 2}]"
puϑra,puϑra,0,[],"[{'id': 'Y0.8FireDed', 'index': 3}]"
tauua,tauua,0,[],"[{'id': 'Y0.8FireDed', 'index': 4}]"
ātarš,ātarš,0,[],"[{'id': 'Y0.8FireDed', 'index': 5}]"
puϑra,puϑra,0,[],"[{'id': 'Y0.8FireDed', 'index': 6}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y0.8FireDed', 'index': 7}]"
xsnaoϑra,xšnaōϑra,2,"[{'type': 'replace', 'from': 's', 'to': 'š', 'str': 'š for s', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.8FireDed', 'index': 8}]"
ẏasnāica,yasnāica,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.8FireDed', 'index': 9}]"
tauua,tauua,0,[],"[{'id': 'Y0.8FireDed', 'index': 10}, {'id': 'Y0.8FireDedF', 'index': 0}]"
ātarš,ātarš,0,[],"[{'id': 'Y0.8FireDedF', 'index': 1}]"
puϑra,puϑra,0,[],"[{'id': 'Y0.8FireDedF', 'index': 2}, {'id': 'Y0.8FireDedF', 'index': 3}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y0.8FireDedF', 'index': 4}]"
mazdā̊,mazdā̊,0,[],"[{'id': 'Y0.8FireDedF', 'index': 5}]"
xsnaoϑra,xšnaōϑra,2,"[{'type': 'replace', 'from': 's', 'to': 'š', 'str': 'š for s', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.8FireDedF', 'index': 6}]"
ẏasnāica,yasnāica,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.8FireDedF', 'index': 7}]"
ẏaϑā,yaϑā,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.8FireDedF', 'index': 8}, {'id': 'Y0.8WazGr', 'index': 0}]"
ahū,ahū,0,[],"[{'id': 'Y0.8WazGr', 'index': 1}]"
vairiiō,vairiiō,0,[],"[{'id': 'Y0.8WazGr', 'index': 2}]"
zaotā,zaōtā,1,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.8WazGr', 'index': 3}]"
frāmē,frāmē,0,[],"[{'id': 'Y0.8WazGr', 'index': 4}]"
mrūtē,mrūtē,0,[],"[{'id': 'Y0.8WazGr', 'index': 5}]"
aϑā,aϑā,0,[],"[{'id': 'Y0.8WazGr', 'index': 6}]"
ratuš,ratuš,0,[],"[{'id': 'Y0.8WazGr', 'index': 7}]"
aṣ̌āt̰cīt̰,aṣ̌āt̰cīt̰,0,[],"[{'id': 'Y0.8WazGr', 'index': 8}]"
haca,haca,0,[],"[{'id': 'Y0.8WazGr', 'index': 9}]"
frā,frā,0,[],"[{'id': 'Y0.8WazGr', 'index': 10}]"
ašauua,aṣ̌auua,1,"[{'type': 'replace', 'from': 'š', 'to': 'ṣ̌', 'str': 'ṣ̌ for š', 'is_documented': True, 'description': 'š used for ṣ̌ (written ṣ̌), common simplification.'}]","[{'id': 'Y0.8WazGr', 'index': 11}]"
vīδuuā̊,vīδuuā̊,0,[],"[{'id': 'Y0.8WazGr', 'index': 12}]"
mraotū,mraōtū,1,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.8WazGr', 'index': 13}]"
ẏaϑā,yaϑā,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.8WazGr', 'index': 14}, {'id': 'Y0.8WazGrM', 'index': 0}]"
ahū,ahū,0,[],"[{'id': 'Y0.8WazGrM', 'index': 1}]"
vairiiō,vairiiō,0,[],"[{'id': 'Y0.8WazGrM', 'index': 2}]"
ẏō,yō,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.8WazGrM', 'index': 3}]"
zaotā,zaōtā,1,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.8WazGrM', 'index': 4}]"
frāmē,frāmē,0,[],"[{'id': 'Y0.8WazGrM', 'index': 5}, {'id': 'Y0.8WazGrM', 'index': 6}]"
mrūtē,mrūtē,0,[],"[{'id': 'Y0.8WazGrM', 'index': 7}]"
aϑā,aϑā,0,[],"[{'id': 'Y0.8WazGrM', 'index': 8}, {'id': 'Y0.8WazGrF', 'index': 0}]"
ratuš,ratuš,0,[],"[{'id': 'Y0.8WazGrF', 'index': 1}]"
aṣ̌āt̰cīt̰,aṣ̌āt̰cīt̰,0,[],"[{'id': 'Y0.8WazGrF', 'index': 2}, {'id': 'Y0.8WazGrF', 'index': 3}]"
haca,haca,0,[],"[{'id': 'Y0.8WazGrF', 'index': 4}]"
frā,frā,0,[],"[{'id': 'Y0.8WazGrF', 'index': 5}]"
aṣ̌auua,aṣ̌auua,0,[],"[{'id': 'Y0.8WazGrF', 'index': 6}]"
vīδuuā̊,vīδuuā̊,0,[],"[{'id': 'Y0.8WazGrF', 'index': 7}]"
mraotū,mraōtū,1,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.8WazGrF', 'index': 8}]"
fərəstuiiē,fərastuiiē,1,"[{'type': 'replace', 'from': 'ə', 'to': 'a', 'str': 'a for ə', 'is_documented': True, 'description': ""While ə is described as a 'shading of a' in Indian manuscripts, and Jackson notes a in Behdini can lean towards an 'inverted a' or 'close to e', this is more of a pronunciation tendency or a description of the vowel's quality rather than a common orthographic substitution in the way ə substitutes i or e""}]","[{'id': 'Y0.8WazGrF', 'index': 9}, {'id': 'Y0.11a', 'index': 0}]"
humatōibiiascā,humatōibiiascā,0,[],"[{'id': 'Y0.11a', 'index': 1}]"
hūxtōibiiascā,hūxtōibiiascā,0,[],"[{'id': 'Y0.11a', 'index': 2}, {'id': 'Y0.11a', 'index': 3}]"
huuarəštōibiiascā,huuarštōibiiascā,1,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.11a', 'index': 4}]"
mą̇ϑβōibiiascā,mąϑβōibiiascā,1,"[{'type': 'replace', 'from': 'ą̇', 'to': 'ą', 'str': 'ą for ą̇', 'is_documented': True, 'description': 'ą̇ is standard in Indian manuscripts, ą in Iranian ones.'}]","[{'id': 'Y0.11a', 'index': 5}, {'id': 'Y0.11a', 'index': 6}]"
vaxə̄ϑβōibiiascā,vaxəδβōibiiascā,2,"[{'type': 'replace', 'from': 'ə̄', 'to': 'ə', 'str': 'ə for ə̄', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'ϑ', 'to': 'δ', 'str': 'δ for ϑ', 'is_documented': False, 'description': None}]","[{'id': 'Y0.11a', 'index': 7}]"
varəštuuōibiiascā,varštuuōibiiascā,1,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.11a', 'index': 8}, {'id': 'Y0.11a', 'index': 9}]"
aiβigairiiā,aibīgairiiā,2,"[{'type': 'replace', 'from': 'β', 'to': 'b', 'str': 'b for β', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'i', 'to': 'ī', 'str': 'ī for i', 'is_documented': False, 'description': None}]","[{'id': 'Y0.11b', 'index': 0}]"
daiϑē,daiϑē,0,[],"[{'id': 'Y0.11b', 'index': 1}]"
vīspā,vīspā,0,[],"[{'id': 'Y0.11b', 'index': 2}, {'id': 'Y0.11b', 'index': 3}]"
humatācā,humatācā,0,[],"[{'id': 'Y0.11b', 'index': 4}]"
hūxtācā,hūxtācā,0,[],"[{'id': 'Y0.11b', 'index': 5}]"
huuarštācā,huuarštācā,0,[],"[{'id': 'Y0.11b', 'index': 6}]"
paitīraēciiā,paitīriciiā,2,"[{'type': 'replace', 'from': 'aē', 'to': 'i', 'str': 'i for aē', 'is_documented': False, 'description': None}]","[{'id': 'Y0.11c', 'index': 0}]"
paitīraēiciiā,paitīriciiā,2,"[{'type': 'insert', 'to': 'aē', 'str': 'aē inserted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.11c', 'index': 1}]"
paitīraēciiā,paitīriciiā,2,"[{'type': 'replace', 'from': 'aē', 'to': 'i', 'str': 'i for aē', 'is_documented': False, 'description': None}]","[{'id': 'Y0.11c', 'index': 2}]"
paitīraēiciiā,paitīriciiā,2,"[{'type': 'insert', 'to': 'aē', 'str': 'aē inserted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.11c', 'index': 3}]"
daiϑē,daiϑē,0,[],"[{'id': 'Y0.11c', 'index': 4}, {'id': 'Y0.11c', 'index': 5}]"
vīspā,vīspā,0,[],"[{'id': 'Y0.11c', 'index': 6}]"
dušmatācā,dušmatācā,0,[],"[{'id': 'Y0.11c', 'index': 7}]"
dužūxtācā,dužūxtācā,0,[],"[{'id': 'Y0.11c', 'index': 8}]"
dužuuarštācā,dužuuarštācā,0,[],"[{'id': 'Y0.11c', 'index': 9}]"
fərā,fərā,0,[],"[{'id': 'Y0.11c', 'index': 10}, {'id': 'Y0.12a', 'index': 0}]"
və̄rāhī,və̄rāhī,0,[],"[{'id': 'Y0.12a', 'index': 1}]"
aməṣ̌ā,aməṣ̌ā,0,[],"[{'id': 'Y0.12a', 'index': 2}]"
spəṇtā,spəṇtā̊,1,"[{'type': 'replace', 'from': 'ā', 'to': 'ā̊', 'str': 'ā̊ for ā', 'is_documented': True, 'description': 'This is a well-documented orthographic feature in Iranian manuscripts, reflecting a tendency for the letter ā̊ to disappear by evolving into ā. This change is particularly prevalent in later Iranian copies from the 19th century, where ā replaces ā̊ in a high percentage of occurrences (over 75% in some manuscripts). Possible reasons suggested include Indian influence or erroneous transcription. In contrast, Indian manuscripts exhibit different behaviours for ā̊, such as its use for āu or its graphical representation as ā/ə in line-breaks, implying a pronunciation similar to /āo/ or /āe/'}]","[{'id': 'Y0.12a', 'index': 3}]"
ẏasnəmcā,yasnəmcā,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.12a', 'index': 4}, {'id': 'Y0.12b', 'index': 0}]"
vahməmcā,vaɱəmcā,1,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y0.12b', 'index': 1}]"
fərā,fərā,0,[],"[{'id': 'Y0.12b', 'index': 2}, {'id': 'Y0.12c', 'index': 0}]"
manaŋhā,manaŋhā,0,[],"[{'id': 'Y0.12c', 'index': 1}]"
fərā,fərā,0,[],"[{'id': 'Y0.12c', 'index': 2}]"
vacaŋhā,vacaŋhā,0,[],"[{'id': 'Y0.12c', 'index': 3}]"
fərā,fərā,0,[],"[{'id': 'Y0.12c', 'index': 4}]"
š́iiaoϑnā,š́iiaōϑna,2,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'replace', 'from': 'ā', 'to': 'a', 'str': 'a for ā', 'is_documented': True, 'description': 'The sources do not describe a systematic orthographic or phonological feature where the short vowel a is lengthened to ā. While there are discussions about the pronunciation of a being more open or closer to e, and the rounding of ā in certain Iranian dialects, these do not indicate a direct substitution of ā for a.'}]","[{'id': 'Y0.12c', 'index': 5}, {'id': 'Y0.12c', 'index': 6}]"
frā,frā,0,[],"[{'id': 'Y0.12c', 'index': 7}]"
