transliterated,reference,distance,features,address
xšnaoϑrāica,xšnaōϑrāica,1,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.15RatuFra', 'index': 7}]"
frasastaiiaēca,frasastaiiaēca,0,[],"[{'id': 'Y0.15RatuFra', 'index': 8}]"
vīsiiāica,vīsiiāica,0,[],"[{'id': 'Y0.15RatuFraF', 'index': 0}, {'id': 'Y0.15RatuFraF', 'index': 1}, {'id': 'Y0.15RatuFraF', 'index': 2}]"
frastaiiaēca,frasastaiiaēca,1,"[{'type': 'delete', 'from': 'a', 'str': 'a deleted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'delete', 'from': 's', 'str': 's deleted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.15RatuFraF', 'index': 4}]"
raϑβąm,raϑβąm,0,[],"[{'id': 'Y0.15Raϑβąm', 'index': 0}]"
aiiaranąmca,aiiaranąmca,0,[],"[{'id': 'Y0.15Raϑβąm', 'index': 1}]"
asniianąmca,asńiianąmca,1,"[{'type': 'replace', 'from': 'n', 'to': 'ń', 'str': 'ń for n', 'is_documented': True, 'description': 'Palatal ń replaced by n, especially in Indian traditions.'}]","[{'id': 'Y0.15Raϑβąm', 'index': 2}]"
māhiianąmca,māhiianąmca,0,[],"[{'id': 'Y0.15Raϑβąm', 'index': 3}, {'id': 'Y0.15Raϑβąm', 'index': 4}]"
ẏāiriianąmca,yāiriianąmca,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.15Raϑβąm', 'index': 5}]"
sarəδanąmca,sarəδanąmca,0,[],"[{'id': 'Y0.15Raϑβąm', 'index': 6}, {'id': 'Y0.15Raϑβąm', 'index': 7}]"
ẏasnāica,yasnāica,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.15Raϑβąm', 'index': 8}]"
vaɱāica,vaɱāica,0,[],"[{'id': 'Y0.15Raϑβąm', 'index': 9}]"
xṣ̌naoϑrāica,xšnaōϑrāica,2,"[{'type': 'replace', 'from': 'ṣ̌', 'to': 'š', 'str': 'š for ṣ̌', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.15Raϑβąm', 'index': 10}, {'id': 'Y0.15Raϑβąm', 'index': 11}]"
frasastaiiaēca,frasastaiiaēca,0,[],"[{'id': 'Y0.15Raϑβąm', 'index': 12}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y0.15Raϑβąm', 'index': 13}, {'id': 'Y0.15ShnumanGen.a', 'index': 0}]"
mazdā̊,mazdā̊,0,[],"[{'id': 'Y0.15ShnumanGen.a', 'index': 1}, {'id': 'Y0.15ShnumanGen.a', 'index': 2}]"
raēuuatō,raēuuatō,0,[],"[{'id': 'Y0.15ShnumanGen.a', 'index': 3}]"
xᵛarənaŋuhatō,xᵛarənaŋᵛhatō,1,"[{'type': 'replace', 'from': 'ŋ', 'to': 'ŋᵛ', 'str': 'ŋᵛ for ŋ', 'is_documented': True, 'description': 'Labialized nasal ŋᵛ becomes ŋ or ŋh in both traditions.'}, {'type': 'insert', 'to': 'u', 'str': 'u inserted', 'is_documented': True, 'description': 'u inserted epenthetically, e.g., ŋuh for ŋᵛh.'}]","[{'id': 'Y0.15ShnumanGen.a', 'index': 4}]"
aməṣ̌anąm,aməṣ̌anąm,0,[],"[{'id': 'Y0.15ShnumanGen.a', 'index': 5}, {'id': 'Y0.15ShnumanGen.a', 'index': 6}]"
spəntanąm,spəṇtanąm,1,"[{'type': 'replace', 'from': 'n', 'to': 'ṇ', 'str': 'ṇ for n', 'is_documented': False, 'description': None}]","[{'id': 'Y0.15ShnumanGen.a', 'index': 7}]"
miϑrahe,miϑrahe,0,[],"[{'id': 'Y0.15ShnumanGen.b', 'index': 0}]"
vourugaoiiaoitōiš,vourugaōiiaōtōiš,3,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'insert', 'to': 'i', 'str': 'i inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.15ShnumanGen.b', 'index': 1}]"
rāmanasca,rāmanasca,0,[],"[{'id': 'Y0.15ShnumanGen.b', 'index': 2}]"
xᵛāstrahe,xᵛāstrahe,0,[],"[{'id': 'Y0.15ShnumanGen.b', 'index': 3}]"
huuarəxšaētahe,huuarəxšaētahe,0,[],"[{'id': 'Y0.15ShnumanGen.bM', 'index': 0}]"
aɱəṣ̌ahe,aməṣ̌ahe,1,"[{'type': 'replace', 'from': 'ɱ', 'to': 'm', 'str': 'm for ɱ', 'is_documented': True, 'description': ""The letter 'ɱ' tends to disappear in later manuscripts, being replaced by 'm' in some instances""}]","[{'id': 'Y0.15ShnumanGen.bM', 'index': 1}, {'id': 'Y0.15ShnumanGen.bM', 'index': 2}]"
raēuuahe,raēuuahe,0,[],"[{'id': 'Y0.15ShnumanGen.bM', 'index': 3}]"
auruuat̰aspahe,auruuat̰aspahe,0,[],"[{'id': 'Y0.15ShnumanGen.bM', 'index': 4}]"
vaiiaōš,vaiiaōš,0,[],"[{'id': 'Y0.15ShnumanGen.bM', 'index': 5}, {'id': 'Y0.15ShnumanGen.bM2', 'index': 0}, {'id': 'Y0.15ShnumanGen.bM2', 'index': 1}]"
uparōkairiiehe,uparōkairiiehe,0,[],"[{'id': 'Y0.15ShnumanGen.bM2', 'index': 2}]"
taraδātō,taraδātō,0,[],"[{'id': 'Y0.15ShnumanGen.bM2', 'index': 3}]"
aniiāiš,ańiiāiš,1,"[{'type': 'replace', 'from': 'n', 'to': 'ń', 'str': 'ń for n', 'is_documented': True, 'description': 'Palatal ń replaced by n, especially in Indian traditions.'}]","[{'id': 'Y0.15ShnumanGen.bM2', 'index': 4}, {'id': 'Y0.15ShnumanGen.bM2', 'index': 5}]"
dāmąn,dāmąn,0,[],"[{'id': 'Y0.15ShnumanGen.bM2', 'index': 6}]"
aētat̰,aētat̰,0,[],"[{'id': 'Y0.15ShnumanGen.bM2', 'index': 7}, {'id': 'Y0.15ShnumanGen.bM2', 'index': 8}]"
tē,tē,0,[],"[{'id': 'Y0.15ShnumanGen.bM2', 'index': 9}]"
vaiiō,vaiiō,0,[],"[{'id': 'Y0.15ShnumanGen.bM2', 'index': 10}]"
ẏat̰,yat̰,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.15ShnumanGen.bM2', 'index': 11}, {'id': 'Y0.15ShnumanGen.bM2', 'index': 12}]"
tē,tē,0,[],"[{'id': 'Y0.15ShnumanGen.bM2', 'index': 13}]"
asti,asti,0,[],"[{'id': 'Y0.15ShnumanGen.bM2', 'index': 14}]"
spəṇtō,spəṇtō,0,[],"[{'id': 'Y0.15ShnumanGen.bM2', 'index': 15}]"
mainiiaom,maińiiaōm,2,"[{'type': 'replace', 'from': 'n', 'to': 'ń', 'str': 'ń for n', 'is_documented': True, 'description': 'Palatal ń replaced by n, especially in Indian traditions.'}, {'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.15ShnumanGen.bM2', 'index': 16}]"
razištaiiā̊,razištaiiā̊,0,[],"[{'id': 'Y0.15ShnumanGen.bM2', 'index': 17}, {'id': 'Y0.15ShnumanGen.bM3', 'index': 0}]"
cistaiiā̊,cistaiiā̊,0,[],"[{'id': 'Y0.15ShnumanGen.bM3', 'index': 1}]"
mazdaδātaiiā̊,mazdaδātaiiā̊,0,[],"[{'id': 'Y0.15ShnumanGen.bM3', 'index': 2}]"
aṣ̌aoniiā̊,aṣ̌aōńiiā̊,2,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'replace', 'from': 'o', 'to': 'ń', 'str': 'ń for o', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'n', 'str': 'n inserted', 'is_documented': True, 'description': 'Insertion of n in nasal forms like ąn before consonants.'}]","[{'id': 'Y0.15ShnumanGen.bM3', 'index': 3}, {'id': 'Y0.15ShnumanGen.bM3', 'index': 4}]"
daēnaiiā̊,daēnaiiā̊,0,[],"[{'id': 'Y0.15ShnumanGen.bM3', 'index': 5}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,[],"[{'id': 'Y0.15ShnumanGen.bM3', 'index': 6}]"
māzdaiiasnōiš,māzdaiiasnōiš,0,[],"[{'id': 'Y0.15ShnumanGen.bM3', 'index': 7}, {'id': 'Y0.15ShnumanGen.bM3', 'index': 8}]"
mąϑrahe,mąϑrahe,0,[],"[{'id': 'Y0.15ShnumanGen.bM3', 'index': 9}, {'id': 'Y0.15ShnumanGen.bM4', 'index': 0}]"
spəṇtahe,spəṇtahe,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 1}]"
aṣ̌aonō,aṣ̌aōnō,1,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.15ShnumanGen.bM4', 'index': 2}, {'id': 'Y0.15ShnumanGen.bM4', 'index': 3}]"
vərəziiaŋhahe,vərəziiaŋᵛhahe,1,"[{'type': 'replace', 'from': 'ŋ', 'to': 'ŋᵛ', 'str': 'ŋᵛ for ŋ', 'is_documented': True, 'description': 'Labialized nasal ŋᵛ becomes ŋ or ŋh in both traditions.'}]","[{'id': 'Y0.15ShnumanGen.bM4', 'index': 4}]"
dātahe,dātahe,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 5}]"
vīdaēuuahe,vīdaēuuahe,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 6}, {'id': 'Y0.15ShnumanGen.bM4', 'index': 7}]"
dātahe,dātahe,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 8}]"
zaraϑuštrōiš,zaraϑuštrōiš,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 9}]"
darəγaiiā̊,darəγaiiā̊,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 10}, {'id': 'Y0.15ShnumanGen.bM4', 'index': 11}]"
upaiianaiiā̊,upaiianaiiā̊,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 12}]"
daēnaiiā̊,daēnaiiā̊,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 13}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 14}, {'id': 'Y0.15ShnumanGen.bM4', 'index': 15}]"
māzdaiiasnōiš,māzdaiiasnōiš,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 16}]"
zarazdātōiš,zrazdātōiš,1,"[{'type': 'insert', 'to': 'a', 'str': 'a inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.15ShnumanGen.bM4', 'index': 17}, {'id': 'Y0.15ShnumanGen.bM4', 'index': 18}]"
mąϑrahe,mąϑrahe,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 19}]"
spəṇtahe,spəṇtahe,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 20}]"
vaēδīm,vaēδīm,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 21}]"
vaēδīm,vaēδīm,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 22}]"
uš́idarəϑəm,ušidarəϑrəm,2,"[{'type': 'replace', 'from': 'š́', 'to': 'š', 'str': 'š for š́', 'is_documented': True, 'description': 'š́ appears where š expected, variant spelling.'}, {'type': 'delete', 'from': 'r', 'str': 'r deleted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.15ShnumanGen.bM4', 'index': 23}, {'id': 'Y0.15ShnumanGen.bM4', 'index': 24}]"
daēnaiiā̊,daēnaiiā̊,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 25}]"
māzdaiiasnōiš,māzdaiiasnōiš,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 26}]"
mazda,mazda,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 32}]"
raϑβō,raϑβō,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 33}, {'id': 'Y0.15ShnumanGen.bM4', 'index': 34}]"
mazda,mazda,0,[],"[{'id': 'Y0.15ShnumanGen.bM4', 'index': 35}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y0.15ShnumanGen.bM5', 'index': 2}]"
mazdā̊,mazdā̊,0,[],"[{'id': 'Y0.15ShnumanGen.bM5', 'index': 3}]"
puϑra,puϑra,0,[],"[{'id': 'Y0.15ShnumanGen.bM5', 'index': 4}]"
tauua,tauua,0,[],"[{'id': 'Y0.15ShnumanGen.bM5', 'index': 5}]"
ātarš,ātarš,0,[],"[{'id': 'Y0.15ShnumanGen.bM5', 'index': 6}, {'id': 'Y0.15ShnumanGen.bM5', 'index': 7}]"
puϑra,puϑra,0,[],"[{'id': 'Y0.15ShnumanGen.bM5', 'index': 8}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y0.15ShnumanGen.bM5', 'index': 9}]"
mazdā̊,mazdā̊,0,[],"[{'id': 'Y0.15ShnumanGen.bM5', 'index': 10}]"
mat̰,mat̰,0,[],"[{'id': 'Y0.15ShnumanGen.bM5', 'index': 11}]"
vīspaēibiiō,vīspaēibiiō,0,[],"[{'id': 'Y0.15ShnumanGen.bM5', 'index': 12}, {'id': 'Y0.15ShnumanGen.bM5', 'index': 13}]"
ātərəbiiō,ātərəbiiō,0,[],"[{'id': 'Y0.15ShnumanGen.bM5', 'index': 14}]"
garōiš,garōiš,0,[],"[{'id': 'Y0.15ShnumanGen.bM5', 'index': 15}, {'id': 'Y0.15ShnumanGen.bF', 'index': 0}]"
uṣ̌idarənahe,ušidarənahe,1,"[{'type': 'replace', 'from': 'ṣ̌', 'to': 'š', 'str': 'š for ṣ̌', 'is_documented': False, 'description': None}]","[{'id': 'Y0.15ShnumanGen.bF', 'index': 1}]"
mazdaδātahe,mazdaδātahe,0,[],"[{'id': 'Y0.15ShnumanGen.bF', 'index': 2}]"
aṣ̌axᵛāϑrahe,aṣ̌axᵛāϑrahe,0,[],"[{'id': 'Y0.15ShnumanGen.bF', 'index': 3}, {'id': 'Y0.15ShnumanGen.bF', 'index': 4}]"
vīspaēṣ̌ąm,vīspaēšąm,1,"[{'type': 'replace', 'from': 'ṣ̌', 'to': 'š', 'str': 'š for ṣ̌', 'is_documented': False, 'description': None}]","[{'id': 'Y0.15ShnumanGen.bF', 'index': 5}, {'id': 'Y0.15ShnumanGen.c', 'index': 0}]"
ẏazatanąm,yazatanąm,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.15ShnumanGen.c', 'index': 1}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,[],"[{'id': 'Y0.15ShnumanGen.c', 'index': 2}, {'id': 'Y0.15ShnumanGen.c', 'index': 3}]"
mainiiauuanąm,maińiiauuanąm,1,"[{'type': 'replace', 'from': 'n', 'to': 'ń', 'str': 'ń for n', 'is_documented': True, 'description': 'Palatal ń replaced by n, especially in Indian traditions.'}]","[{'id': 'Y0.15ShnumanGen.c', 'index': 4}]"
gaēϑiianąm,gaēϑiianąm,0,[],"[{'id': 'Y0.15ShnumanGen.c', 'index': 5}]"
