transliterated,reference,distance,features,address
vairiiō,vairiiō,0,[],"[{'id': 'Y0.3WazGr', 'index': 2}]"
zaōϑā,zaōtā,1,"[{'type': 'replace', 'from': 'ϑ', 'to': 't', 'str': 't for ϑ', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3WazGr', 'index': 3}, {'id': 'Y0.3WazGr', 'index': 4}]"
yaϑā,yaϑā,0,[],"[{'id': 'Y0.3WazGr', 'index': 5}]"
ahī,ahū,0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.3WazGr', 'index': 6}]"
vairiiō,vairiiō,0,[],"[{'id': 'Y0.3WazGr', 'index': 7}]"
yō,yō,0,[],"[{'id': 'Y0.3WazGr', 'index': 8}]"
aṣ̌əm,aṣ̌əm,0,[],"[{'id': 'Y0.3WazGr', 'index': 9}, {'id': 'Y0.4AV', 'index': 0}]"
voahī,vohū,2,"[{'type': 'insert', 'to': 'a', 'str': 'a inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.4AV', 'index': 1}]"
vahī,vohū,2,"[{'type': 'replace', 'from': 'a', 'to': 'o', 'str': 'o for a', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.4AV', 'index': 2}]"
voahī,vohū,2,"[{'type': 'insert', 'to': 'a', 'str': 'a inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.4AV', 'index': 3}]"
vahī,vohū,2,"[{'type': 'replace', 'from': 'a', 'to': 'o', 'str': 'o for a', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.4AV', 'index': 4}]"
aṣ̌əm,aṣ̌əm,0,[],"[{'id': 'Y0.4AV', 'index': 5}, {'id': 'Y0.4AVbis', 'index': 0}]"
voh,vohū,1,"[{'type': 'delete', 'from': 'ū', 'str': 'ū deleted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.4AVbis', 'index': 1}]"
vohī,vohū,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.4AVbis', 'index': 2}]"
voh,vohū,1,"[{'type': 'delete', 'from': 'ū', 'str': 'ū deleted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.4AVbis', 'index': 3}]"
vohī,vohū,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.4AVbis', 'index': 4}]"
yaϑā,yaϑā,0,[],"[{'id': 'Y0.5YAV', 'index': 0}]"
ahī,ahū,0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.5YAV', 'index': 1}]"
vairiiō,vairiiō,0,[],"[{'id': 'Y0.5YAV', 'index': 2}]"
frasϑāiie,frasaiiā,3,"[{'type': 'replace', 'from': 'ϑ', 'to': 'ai', 'str': 'ai for ϑ', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'āi', 'str': 'āi inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'replace', 'from': 'e', 'to': 'ā', 'str': 'ā for e', 'is_documented': False, 'description': None}]","[{'id': 'Y0.6a', 'index': 0}]"
staōmē,staōmī,1,"[{'type': 'replace', 'from': 'ē', 'to': 'ī', 'str': 'ī for ē', 'is_documented': True, 'description': ""In Iranian manuscripts, this is noted as an inverse spelling.The tendency for long palatal vowels in Iranian manuscripts is to close ē into ī, so ē for ī would be an opposing or 'inverse' trend.""}]","[{'id': 'Y0.6a', 'index': 1}, {'id': 'Y0.8a', 'index': 0}, {'id': 'Y0.8a', 'index': 1}]"
aṣ̌əm,aṣ̌əm,0,[],"[{'id': 'Y0.8a', 'index': 2}]"
aṣ̌əm,aṣ̌əm,0,[],"[{'id': 'Y0.8a', 'index': 3}, {'id': 'Y0.9AV', 'index': 0}]"
vohī,vohū,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.9AV', 'index': 1}]"
frauuarāne,frauuarāne,0,[],"[{'id': 'Y0.9AV', 'index': 2}, {'id': 'Y0.10Frauuarane.a', 'index': 0}, {'id': 'Y0.10Frauuarane.a', 'index': 1}]"
raϑβąm,raϑβąm,0,[],"[{'id': 'Y0.10Frauuarane.a', 'index': 2}, {'id': 'Y0.10Frauuarane.b', 'index': 0}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y0.10Frauuarane.b', 'index': 1}, {'id': 'Y0.10ShnumanGen.a', 'index': 0}]"
mamdā,mazdā,1,"[{'type': 'replace', 'from': 'm', 'to': 'z', 'str': 'z for m', 'is_documented': False, 'description': None}]","[{'id': 'Y0.10ShnumanGen.a', 'index': 1}, {'id': 'Y0.10ShnumanGen.a', 'index': 2}]"
raēuuatō,raēuuatō,0,[],"[{'id': 'Y0.10ShnumanGen.a', 'index': 3}]"
xranaŋhatō,xᵛarənaŋᵛhatō,2,"[{'type': 'replace', 'from': 'x', 'to': 'xᵛ', 'str': 'xᵛ for x', 'is_documented': False, 'description': None}, {'type': 'delete', 'from': 'a', 'str': 'a deleted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'replace', 'from': 'a', 'to': 'ə', 'str': 'ə for a', 'is_documented': True, 'description': ""This occurs in Iranian manuscripts, although i for ə is more common in Yazdi manuscripts, and e for ə in Kermani manuscripts. The vowel ə is described as a 'colourless' central-mid vowel, which is often interchanged with a, i, and u in Avestan scholarship""}, {'type': 'replace', 'from': 'ŋ', 'to': 'ŋᵛ', 'str': 'ŋᵛ for ŋ', 'is_documented': True, 'description': 'Labialized nasal ŋᵛ becomes ŋ or ŋh in both traditions.'}]","[{'id': 'Y0.10ShnumanGen.a', 'index': 4}]"
aməṣ̌anąm,aməṣ̌anąm,0,[],"[{'id': 'Y0.10ShnumanGen.a', 'index': 5}, {'id': 'Y0.10ShnumanGen.a', 'index': 6}]"
spəṇtanąm,spəṇtanąm,0,[],"[{'id': 'Y0.10ShnumanGen.a', 'index': 7}]"
miϑrahe,miϑrahe,0,[],"[{'id': 'Y0.10ShnumanGen.a', 'index': 8}, {'id': 'Y0.10RatuShnumanGen', 'index': 0}]"
vōurugaōiiaōitōiš,vourugaōiiaōtōiš,2,"[{'type': 'replace', 'from': 'ō', 'to': 'ou', 'str': 'ou for ō', 'is_documented': True, 'description': 'Lengthened ō for o, minor orthographic variation.'}, {'type': 'insert', 'to': 'u', 'str': 'u inserted', 'is_documented': True, 'description': 'u inserted epenthetically, e.g., ŋuh for ŋᵛh.'}, {'type': 'insert', 'to': 'i', 'str': 'i inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.10RatuShnumanGen', 'index': 1}, {'id': 'Y0.10RatuShnumanGen', 'index': 2}]"
rāmanasca,rāmanasca,0,[],"[{'id': 'Y0.10RatuShnumanGen', 'index': 3}]"
xᵛāstrahe,xᵛāstrahe,0,[],"[{'id': 'Y0.10RatuShnumanGen', 'index': 4}, {'id': 'Y0.10RatuShnumanGen', 'index': 5}]"
huuarəšaētahe,huuarəxšaētahe,1,"[{'type': 'delete', 'from': 'x', 'str': 'x deleted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.10RatuShnumanGen', 'index': 6}, {'id': 'Y0.10ShnumanGen.b', 'index': 0}]"
aməšahe,aməṣ̌ahe,1,"[{'type': 'replace', 'from': 'š', 'to': 'ṣ̌', 'str': 'ṣ̌ for š', 'is_documented': True, 'description': 'š used for ṣ̌ (written ṣ̌), common simplification.'}]","[{'id': 'Y0.10ShnumanGen.b', 'index': 1}]"
raēuuahe,raēuuahe,0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 2}]"
auruuat̰aspahe,auruuat̰aspahe,0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 3}]"
vaiiaōiš,vaiiaōš,1,"[{'type': 'insert', 'to': 'i', 'str': 'i inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.10ShnumanGen.b', 'index': 4}, {'id': 'Y0.10ShnumanGen.b', 'index': 5}]"
uparōkairiiehe,uparōkairiiehe,0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 6}]"
ttraδātō,taraδātō,1,"[{'type': 'replace', 'from': 't', 'to': 'a', 'str': 'a for t', 'is_documented': False, 'description': None}]","[{'id': 'Y0.10ShnumanGen.b', 'index': 7}, {'id': 'Y0.10ShnumanGen.b', 'index': 8}]"
ttaraδātō,taraδātō,1,"[{'type': 'insert', 'to': 't', 'str': 't inserted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.10ShnumanGen.b', 'index': 9}, {'id': 'Y0.10ShnumanGen.b', 'index': 10}]"
ttraδātō,taraδātō,1,"[{'type': 'replace', 'from': 't', 'to': 'a', 'str': 'a for t', 'is_documented': False, 'description': None}]","[{'id': 'Y0.10ShnumanGen.b', 'index': 11}]"
ttararδātō,taraδātō,2,"[{'type': 'insert', 'to': 't', 'str': 't inserted', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'r', 'str': 'r inserted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.10ShnumanGen.b', 'index': 12}]"
ańiiāiš,ańiiāiš,0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 13}]"
dāmąn,dāmąn,0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 14}]"
aētat̰,aētat̰,0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 15}]"
tē,tē,0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 16}]"
vaiiō,vaiiō,0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 17}]"
yat̰,yat̰,0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 18}]"
tē,tē,0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 19}]"
asti,asti,0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 20}]"
spəṇtōm,spəṇtəm,1,"[{'type': 'replace', 'from': 'ō', 'to': 'ə', 'str': 'ə for ō', 'is_documented': False, 'description': None}]","[{'id': 'Y0.10ShnumanGen.b', 'index': 21}]"
aińiiō,ańiiō,1,"[{'type': 'replace', 'from': 'ai', 'to': 'a', 'str': 'a for ai', 'is_documented': True, 'description': 'the diphthong aē frequently monophthongizes to ai in Indian manuscripts'}]","[{'id': 'Y0.10ShnumanGen.b', 'index': 22}]"
razištaiiā̊,razištaiiā̊,0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 23}]"
cistaiiā̊,cistaiiā̊,0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 24}]"
mazdaδātiiā̊,mazdaδātaiiā̊,1,"[{'type': 'replace', 'from': 'ii', 'to': 'ai', 'str': 'ai for ii', 'is_documented': False, 'description': None}, {'type': 'delete', 'from': 'i', 'str': 'i deleted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.10ShnumanGen.b', 'index': 24.5}]"
aṣ̌aōnaiiā̊,aṣ̌aōńiiā̊,1,"[{'type': 'replace', 'from': 'n', 'to': 'ń', 'str': 'ń for n', 'is_documented': True, 'description': 'Palatal ń replaced by n, especially in Indian traditions.'}, {'type': 'replace', 'from': 'ai', 'to': 'ii', 'str': 'ii for ai', 'is_documented': True, 'description': 'The sources discuss ii primarily in relation to ī (and y/ẏ), where uu for ū and ii for ī are described as a scriptural convention in Indian manuscripts influenced by Gujarati orthography, with inverse spellings also occurring'}, {'type': 'insert', 'to': 'i', 'str': 'i inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.10ShnumanGen.b', 'index': 25}]"
daēnaiiā̊,daēnaiiā̊,0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 26}, {'id': 'Y0.10ShnumanGen.b', 'index': 27}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 28}]"
