transliterated,reference,distance,features,address
hcā,hacā,1.0,"[{'type': 'delete', 'from': 'a', 'str': 'a deleted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.3WazGr', 'index': 10}]"
frā,frā,0.0,[],"[{'id': 'Y0.3WazGr', 'index': 11}]"
aṣ̌auua,aṣ̌auua,0.0,[],"[{'id': 'Y0.3WazGr', 'index': 12}]"
vīδuuā,vīδuuā̊,1.0,"[{'type': 'replace', 'from': 'ā', 'to': 'ā̊', 'str': 'ā̊ for ā', 'is_documented': True, 'description': 'This is a well-documented orthographic feature in Iranian manuscripts, reflecting a tendency for the letter ā̊ to disappear by evolving into ā. This change is particularly prevalent in later Iranian copies from the 19th century, where ā replaces ā̊ in a high percentage of occurrences (over 75% in some manuscripts). Possible reasons suggested include Indian influence or erroneous transcription. In contrast, Indian manuscripts exhibit different behaviours for ā̊, such as its use for āu or its graphical representation as ā/ə in line-breaks, implying a pronunciation similar to /āo/ or /āe/'}]","[{'id': 'Y0.3WazGr', 'index': 13}, {'id': 'Y0.3WazGr', 'index': 14}]"
mrotē,mrūtē,1.0,"[{'type': 'replace', 'from': 'o', 'to': 'ū', 'str': 'ū for o', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3WazGr', 'index': 15}]"
yaϑā,yaϑā,0.0,[],"[{'id': 'Y0.3WazGr', 'index': 16}, {'id': 'Y0.3WazGrM', 'index': 0}, {'id': 'Y0.3WazGrM', 'index': 1}]"
ahī,ahū,0.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.3WazGrM', 'index': 2}]"
vaariiō,vairiiō,1.0,"[{'type': 'replace', 'from': 'a', 'to': 'ai', 'str': 'ai for a', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'a', 'str': 'a inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.3WazGrM', 'index': 3}]"
yō,yō,0.0,[],"[{'id': 'Y0.3WazGrM', 'index': 4}]"
zōtā,zūtā,1.0,"[{'type': 'replace', 'from': 'ō', 'to': 'ū', 'str': 'ū for ō', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3WazGrM', 'index': 5}]"
frāmē,frāmē,0.0,[],"[{'id': 'Y0.3WazGrM', 'index': 6}]"
mrītē,mrūtē,1.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.3WazGrM', 'index': 7}]"
aϑā,aϑā,0.0,[],"[{'id': 'Y0.3WazGrM', 'index': 8}, {'id': 'Y0.3WazGrF', 'index': 0}]"
ratuš,ratuš,0.0,[],"[{'id': 'Y0.3WazGrF', 'index': 1}, {'id': 'Y0.3WazGrF', 'index': 2}]"
aṣ̌əm,aṣ̌əm,0.0,[],"[{'id': 'Y0.3WazGrF', 'index': 3}, {'id': 'Y0.4AV', 'index': 0}]"
vohī,vohū,1.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.4AV', 'index': 1}]"
yaϑā,yaϑā,0.0,[],"[{'id': 'Y0.4AV', 'index': 2}, {'id': 'Y0.5YAV', 'index': 0}]"
ahī,ahū,0.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.5YAV', 'index': 1}]"
vairiiō,vairiiō,0.0,[],"[{'id': 'Y0.5YAV', 'index': 2}, {'id': 'Y0.5YAV', 'index': 3}]"
frastuiie,fərastuiiē,2.0,"[{'type': 'delete', 'from': 'ə', 'str': 'ə deleted', 'is_documented': True, 'description': 'Vowel syncope: loss of short ə, especially before semivowels.'}, {'type': 'replace', 'from': 'e', 'to': 'ē', 'str': 'ē for e', 'is_documented': True, 'description': 'This is a common feature of vowel quantity change observed in Indian manuscripts. It particularly affects final ē, which tends to be shortened to e due to recitation habits. This is considered not merely a quantitative alteration, but also a qualitative shift where the original more open ē transitions to a closer e. This pattern of shortening is prevalent across various Indian manuscript lineages'}]","[{'id': 'Y0.6a', 'index': 0}]"
humatōibiiasca,humatōibiiascā,1.0,"[{'type': 'replace', 'from': 'a', 'to': 'ā', 'str': 'ā for a', 'is_documented': False, 'description': None}]","[{'id': 'Y0.6a', 'index': 1}]"
hīxtōibiiascā,hūxtōibiiascā,1.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.6a', 'index': 2}]"
huuarətōibiiascā,huuarštōibiiascā,1.0,"[{'type': 'replace', 'from': 'ə', 'to': 'š', 'str': 'š for ə', 'is_documented': False, 'description': None}]","[{'id': 'Y0.6a', 'index': 3}]"
huuarəštōibiiascā,huuarštōibiiascā,1.0,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6a', 'index': 4}]"
huuarətōibiiascā,huuarštōibiiascā,1.0,"[{'type': 'replace', 'from': 'ə', 'to': 'š', 'str': 'š for ə', 'is_documented': False, 'description': None}]","[{'id': 'Y0.6a', 'index': 5}]"
huuarəštōibiiascā,huuarštōibiiascā,1.0,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6a', 'index': 6}]"
mąϑβōibiiascā,mąϑβōibiiascā,0.0,[],"[{'id': 'Y0.6a', 'index': 7}]"
vaxaδβōibiiascā,vaxəδβōibiiascā,1.0,"[{'type': 'replace', 'from': 'a', 'to': 'ə', 'str': 'ə for a', 'is_documented': True, 'description': ""This occurs in Iranian manuscripts, although i for ə is more common in Yazdi manuscripts, and e for ə in Kermani manuscripts. The vowel ə is described as a 'colourless' central-mid vowel, which is often interchanged with a, i, and u in Avestan scholarship""}]","[{'id': 'Y0.6a', 'index': 8}]"
aibīgairiiā,aibīgairiiā,0.0,[],"[{'id': 'Y0.6a', 'index': 11}, {'id': 'Y0.6b', 'index': 0}, {'id': 'Y0.6b', 'index': 1}]"
daiϑe,daiϑē,1.0,"[{'type': 'replace', 'from': 'e', 'to': 'ē', 'str': 'ē for e', 'is_documented': True, 'description': 'This is a common feature of vowel quantity change observed in Indian manuscripts. It particularly affects final ē, which tends to be shortened to e due to recitation habits. This is considered not merely a quantitative alteration, but also a qualitative shift where the original more open ē transitions to a closer e. This pattern of shortening is prevalent across various Indian manuscript lineages'}]","[{'id': 'Y0.6b', 'index': 2}]"
vīspā,vīspā,0.0,[],"[{'id': 'Y0.6b', 'index': 3}, {'id': 'Y0.6b', 'index': 4}]"
humatācā,humatācā,0.0,[],"[{'id': 'Y0.6b', 'index': 5}]"
hīxtācā,hūxtācā,1.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.6b', 'index': 6}]"
huuarəštācā,huuarštācā,1.0,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6b', 'index': 7}, {'id': 'Y0.6b', 'index': 8}]"
paitīrəciiā,paitīriciiā,1.0,"[{'type': 'replace', 'from': 'ə', 'to': 'i', 'str': 'i for ə', 'is_documented': True, 'description': 'ə used for i, especially in Iranian manuscripts.'}]","[{'id': 'Y0.6b', 'index': 9}, {'id': 'Y0.6c', 'index': 0}]"
daiϑē,daiϑē,0.0,[],"[{'id': 'Y0.6c', 'index': 1}]"
vīspā,vīspā,0.0,[],"[{'id': 'Y0.6c', 'index': 2}]"
dušmatācā,dušmatācā,0.0,[],"[{'id': 'Y0.6c', 'index': 3}]"
dužīxtācā,dužūxtācā,1.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.6c', 'index': 4}, {'id': 'Y0.6c', 'index': 5}]"
dužuuarəštācā,dužuuarštācā,1.0,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6c', 'index': 6}]"
fərā,fərā,0.0,[],"[{'id': 'Y0.6c', 'index': 7}, {'id': 'Y0.7a', 'index': 0}]"
vī,vī,0.0,[],"[{'id': 'Y0.7a', 'index': 1}]"
rāhī,rāhī,0.0,[],"[{'id': 'Y0.7a', 'index': 2}, {'id': 'Y0.7a', 'index': 3}]"
aməṣ̌ā,aməṣ̌ā,0.0,[],"[{'id': 'Y0.7a', 'index': 4}]"
spəṇtā,spəṇtā,0.0,[],"[{'id': 'Y0.7a', 'index': 5}]"
yasnəmcā,yasnəmcā,0.0,[],"[{'id': 'Y0.7a', 'index': 6}]"
vahməmcā,vaɱəmcā,2.0,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y0.7a', 'index': 7}]"
fərā,fərā,0.0,[],"[{'id': 'Y0.7a', 'index': 8}, {'id': 'Y0.7b', 'index': 0}]"
manaŋhā,manaŋhā,0.0,[],"[{'id': 'Y0.7b', 'index': 1}]"
fərā,fərā,0.0,[],"[{'id': 'Y0.7b', 'index': 2}]"
vacaŋhā,vacaŋhā,0.0,[],"[{'id': 'Y0.7b', 'index': 3}]"
fərā,fərā,0.0,[],"[{'id': 'Y0.7b', 'index': 4}]"
š́iiaōϑanā,š́iiaōϑanā,0.0,[],"[{'id': 'Y0.7b', 'index': 5}]"
fərā,fərā,0.0,[],"[{'id': 'Y0.7b', 'index': 6}, {'id': 'Y0.7b', 'index': 7}]"
aŋhuiiā,aŋhuiiā,0.0,[],"[{'id': 'Y0.7b', 'index': 8}]"
fərā,fərā,0.0,[],"[{'id': 'Y0.7b', 'index': 9}]"
tanuuascīt̰,tanuuascīt̰,0.0,[],"[{'id': 'Y0.7b', 'index': 10}]"
xᵛax́iiā̊,xᵛax́iiā̊,0.0,[],"[{'id': 'Y0.7b', 'index': 11}, {'id': 'Y0.7b', 'index': 12}]"
uštanəm,uštanəm,0.0,[],"[{'id': 'Y0.7b', 'index': 13}]"
staōmī,staōmī,0.0,[],"[{'id': 'Y0.7b', 'index': 14}, {'id': 'Y0.8a', 'index': 0}]"
aṣ̌əm,aṣ̌əm,0.0,[],"[{'id': 'Y0.8a', 'index': 1}]"
aṣ̌əm,aṣ̌əm,0.0,[],"[{'id': 'Y0.8a', 'index': 2}, {'id': 'Y0.9AV', 'index': 0}]"
vohī,vohū,1.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.9AV', 'index': 1}]"
frauuarāne,frauuarāne,0.0,[],"[{'id': 'Y0.9AV', 'index': 2}, {'id': 'Y0.10Frauuarane.a', 'index': 0}]"
mazdaiiasnō,mazdaiiasnō,0.0,[],"[{'id': 'Y0.10Frauuarane.a', 'index': 1}, {'id': 'Y0.10Frauuarane.a', 'index': 2}]"
zaraϑuštrəš,zaraϑuštriš,1.0,"[{'type': 'replace', 'from': 'ə', 'to': 'i', 'str': 'i for ə', 'is_documented': True, 'description': 'ə used for i, especially in Iranian manuscripts.'}]","[{'id': 'Y0.10Frauuarane.a', 'index': 3}]"
vīdaēuuō,vīdaēuuō,0.0,[],"[{'id': 'Y0.10Frauuarane.a', 'index': 4}]"
ahurat̰kaēšō,ahurat̰kaēšō,0.0,[],"[{'id': 'Y0.10Frauuarane.a', 'index': 5}, {'id': 'Y0.10Frauuarane.a', 'index': 6}, {'id': 'Y0.10Frauuarane.a', 'index': 7}]"
hāuuanə̄e,hāuuanə̄e,0.0,[],"[{'id': 'Y0.10Frauuarane.a', 'index': 8}, {'id': 'Y0.10RatuFra', 'index': 0}]"
aṣ̌aōne,aṣ̌aōne,0.0,[],"[{'id': 'Y0.10RatuFra', 'index': 1}, {'id': 'Y0.10RatuFra', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0.0,[],"[{'id': 'Y0.10RatuFra', 'index': 3}]"
raϑβe,raϑβe,0.0,[],"[{'id': 'Y0.10RatuFra', 'index': 4}]"
yasnāica,yasnāica,0.0,[],"[{'id': 'Y0.10RatuFra', 'index': 5}]"
sāuuaŋhə̄e,sāuuaŋhə̄e,0.0,[],"[{'id': 'Y0.10RatuFra', 'index': 6}]"
frasastaiiaēca,frasastaiiaēca,0.0,[],"[{'id': 'Y0.10RatuFra', 'index': 7}, {'id': 'Y0.10RatuFra', 'index': 8}]"
raϑβąm,raϑβąm,0.0,[],"[{'id': 'Y0.10RatuFra', 'index': 9}, {'id': 'Y0.10Frauuarane.b', 'index': 0}]"
aiiaranąmca,aiiaranąmca,0.0,[],"[{'id': 'Y0.10Frauuarane.b', 'index': 1}]"
asniianąmca,asńiianąmca,1.0,"[{'type': 'replace', 'from': 'n', 'to': 'ń', 'str': 'ń for n', 'is_documented': True, 'description': 'Palatal ń replaced by n, especially in Indian traditions.'}]","[{'id': 'Y0.10Frauuarane.b', 'index': 2}, {'id': 'Y0.10Frauuarane.b', 'index': 3}]"
māhiianąmca,māhiianąmca,0.0,[],"[{'id': 'Y0.10Frauuarane.b', 'index': 4}]"
yāiriianąmca,yāiriianąmca,0.0,[],"[{'id': 'Y0.10Frauuarane.b', 'index': 5}, {'id': 'Y0.10Frauuarane.b', 'index': 6}]"
sraδanąmca,sarəδanąmca,2.0,"[{'type': 'delete', 'from': 'a', 'str': 'a deleted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'replace', 'from': 'a', 'to': 'ə', 'str': 'ə for a', 'is_documented': True, 'description': ""This occurs in Iranian manuscripts, although i for ə is more common in Yazdi manuscripts, and e for ə in Kermani manuscripts. The vowel ə is described as a 'colourless' central-mid vowel, which is often interchanged with a, i, and u in Avestan scholarship""}]","[{'id': 'Y0.10Frauuarane.b', 'index': 7}]"
yasnāica,yasnāica,0.0,[],"[{'id': 'Y0.10Frauuarane.b', 'index': 8}]"
ahurahe,ahurahe,0.0,[],"[{'id': 'Y0.10Frauuarane.b', 'index': 9}, {'id': 'Y0.10ShnumanGen.a', 'index': 0}]"
mazdā̊,mazdā̊,0.0,[],"[{'id': 'Y0.10ShnumanGen.a', 'index': 1}]"
raēuuatō,raēuuatō,0.0,[],"[{'id': 'Y0.10ShnumanGen.a', 'index': 2}]"
xᵛarənaŋhatō,xᵛarənaŋᵛhatō,1.0,"[{'type': 'replace', 'from': 'ŋ', 'to': 'ŋᵛ', 'str': 'ŋᵛ for ŋ', 'is_documented': True, 'description': 'Labialized nasal ŋᵛ becomes ŋ or ŋh in both traditions.'}]","[{'id': 'Y0.10ShnumanGen.a', 'index': 3}]"
aməṣ̌anąm,aməṣ̌anąm,0.0,[],"[{'id': 'Y0.10ShnumanGen.a', 'index': 4}]"
spəṇtanąm,spəṇtanąm,0.0,[],"[{'id': 'Y0.10ShnumanGen.a', 'index': 5}]"
miϑrahe,miϑrahe,0.0,[],"[{'id': 'Y0.10ShnumanGen.a', 'index': 6}, {'id': 'Y0.10RatuShnumanGen', 'index': 0}]"
vourugaōiiaōitōiš,vourugaōiiaōtōiš,1.0,"[{'type': 'insert', 'to': 'i', 'str': 'i inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.10RatuShnumanGen', 'index': 1}, {'id': 'Y0.10RatuShnumanGen', 'index': 2}]"
rāmanasca,rāmanasca,0.0,[],"[{'id': 'Y0.10RatuShnumanGen', 'index': 3}]"
xᵛāstrahe,xᵛāstrahe,0.0,[],"[{'id': 'Y0.10RatuShnumanGen', 'index': 4}, {'id': 'Y0.10RatuShnumanGen', 'index': 5}]"
huuarəxšaētahe,huuarəxšaētahe,0.0,[],"[{'id': 'Y0.10RatuShnumanGen', 'index': 6}, {'id': 'Y0.10ShnumanGen.b', 'index': 0}]"
aməṣ̌ahe,aməṣ̌ahe,0.0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 1}, {'id': 'Y0.10ShnumanGen.b', 'index': 2}]"
raēuuahe,raēuuahe,0.0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 3}]"
auruuat̰aspahe,auruuat̰aspahe,0.0,[],"[{'id': 'Y0.10ShnumanGen.b', 'index': 4}]"
vaiiōə̄š,vaiiaōš,3.0,"[{'type': 'replace', 'from': 'ō', 'to': 'aō', 'str': 'aō for ō', 'is_documented': True, 'description': 'The monophthongization of diphthongs aē and aō is frequent'}, {'type': 'insert', 'to': 'ə̄', 'str': 'ə̄ inserted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.10ShnumanGen.b', 'index': 5}]"
vaiiaōə̄š,vaiiaōš,2.0,"[{'type': 'insert', 'to': 'ə̄', 'str': 'ə̄ inserted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.10ShnumanGen.b', 'index': 6}]"
vaiiōə̄š,vaiiaōš,3.0,"[{'type': 'replace', 'from': 'ō', 'to': 'aō', 'str': 'aō for ō', 'is_documented': True, 'description': 'The monophthongization of diphthongs aē and aō is frequent'}, {'type': 'insert', 'to': 'ə̄', 'str': 'ə̄ inserted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.10ShnumanGen.b', 'index': 7}]"
vaiiaōə̄š,vaiiaōš,2.0,"[{'type': 'insert', 'to': 'ə̄', 'str': 'ə̄ inserted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.10ShnumanGen.b', 'index': 8}]"
