transliterated,reference,distance,features,address
ahurahe,ahurahe,0,[],"[{'id': 'Y0.3FireDedF', 'index': 1}]"
mazdā̊,mazdā̊,0,[],"[{'id': 'Y0.3FireDedF', 'index': 2}]"
puϑra,puϑra,0,[],"[{'id': 'Y0.3FireDedF', 'index': 3}]"
tauua,tauua,0,[],"[{'id': 'Y0.3FireDedF', 'index': 4}]"
ātarš,ātarš,0,[],"[{'id': 'Y0.3FireDedF', 'index': 5}]"
puϑra,puϑra,0,[],"[{'id': 'Y0.3FireDedF', 'index': 6}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y0.3FireDedF', 'index': 7}]"
mazdā̊,mazdā̊,0,[],"[{'id': 'Y0.3FireDedF', 'index': 8}]"
xšnaōϑra,xšnaōϑra,0,[],"[{'id': 'Y0.3FireDedF', 'index': 9}]"
yaϑā,yaϑā,0,[],"[{'id': 'Y0.3FireDedF', 'index': 10}, {'id': 'Y0.3WazGr', 'index': 0}]"
ahī,ahū,0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.3WazGr', 'index': 1}]"
vairiiō,vairiiō,0,[],"[{'id': 'Y0.3WazGr', 'index': 2}]"
zaōtā,zaōtā,0,[],"[{'id': 'Y0.3WazGr', 'index': 3}]"
frāmē,frāmē,0,[],"[{'id': 'Y0.3WazGr', 'index': 4}, {'id': 'Y0.3WazGr', 'index': 5}]"
mrītē,mrūtē,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.3WazGr', 'index': 6}]"
aϑā,aϑā,0,[],"[{'id': 'Y0.3WazGr', 'index': 7}]"
ratuš,ratuš,0,[],"[{'id': 'Y0.3WazGr', 'index': 8}]"
aṣ̌āt̰cit̰,aṣ̌āt̰cīt̰,1,"[{'type': 'replace', 'from': 'i', 'to': 'ī', 'str': 'ī for i', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3WazGr', 'index': 9}, {'id': 'Y0.3WazGr', 'index': 10}]"
hacā,hacā,0,[],"[{'id': 'Y0.3WazGr', 'index': 11}]"
frāṣ̌auua,frāaṣ̌auuā,1,"[{'type': 'delete', 'from': 'a', 'str': 'a deleted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'replace', 'from': 'a', 'to': 'ā', 'str': 'ā for a', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3WazGr', 'index': 13}]"
vīδauuā,vīδuuā̊,2,"[{'type': 'replace', 'from': 'au', 'to': 'uu', 'str': 'uu for au', 'is_documented': True, 'description': 'Short u replaces uu or ū, common in Indian manuscripts.'}, {'type': 'replace', 'from': 'u', 'to': 'ā̊', 'str': 'ā̊ for u', 'is_documented': True, 'description': 'Confusions of u for ā (and ā for u) are observed in Iranian manuscripts, almost exclusively in later copies. This change is likely related to the rounded pronunciation of ā in colloquial Persian'}, {'type': 'insert', 'to': 'ā', 'str': 'ā inserted', 'is_documented': True, 'description': 'This refers to anaptyxis (vowel insertion). Anaptyxis is very frequent in Indian manuscripts, and the usual anaptyctic vowel is a, not specifically ā (long a)'}]","[{'id': 'Y0.3WazGr', 'index': 14}]"
maraōtē,mraōtā,2,"[{'type': 'insert', 'to': 'a', 'str': 'a inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'replace', 'from': 'ē', 'to': 'ā', 'str': 'ā for ē', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3WazGr', 'index': 15}]"
yaϑā,yaϑā,0,[],"[{'id': 'Y0.3WazGr', 'index': 16}, {'id': 'Y0.3WazGrM', 'index': 0}]"
ahī,ahū,0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.3WazGrM', 'index': 1}]"
vairiiō,vairiiō,0,[],"[{'id': 'Y0.3WazGrM', 'index': 2}]"
yō,yō,0,[],"[{'id': 'Y0.3WazGrM', 'index': 3}]"
zaōtā,zaōtā,0,[],"[{'id': 'Y0.3WazGrM', 'index': 4}, {'id': 'Y0.3WazGrM', 'index': 5}]"
frāmaē,frāmē,1,"[{'type': 'replace', 'from': 'aē', 'to': 'ē', 'str': 'ē for aē', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3WazGrM', 'index': 6}]"
mrītē,mrūtē,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.3WazGrM', 'index': 7}]"
aϑā,aϑā,0,[],"[{'id': 'Y0.3WazGrM', 'index': 8}, {'id': 'Y0.3WazGrF', 'index': 0}]"
ratuš,ratuš,0,[],"[{'id': 'Y0.3WazGrF', 'index': 1}, {'id': 'Y0.3WazGrF', 'index': 2}]"
aṣ̌āt̰cīt̰,aṣ̌āt̰cīt̰,0,[],"[{'id': 'Y0.3WazGrF', 'index': 3}]"
haca,haca,0,[],"[{'id': 'Y0.3WazGrF', 'index': 4}]"
frā,frā,0,[],"[{'id': 'Y0.3WazGrF', 'index': 5}]"
aṣ̌auua,aṣ̌auua,0,[],"[{'id': 'Y0.3WazGrF', 'index': 6}, {'id': 'Y0.3WazGrF', 'index': 7}]"
vīδuuā,vīδuuā̊,1,"[{'type': 'replace', 'from': 'ā', 'to': 'ā̊', 'str': 'ā̊ for ā', 'is_documented': True, 'description': 'This is a well-documented orthographic feature in Iranian manuscripts, reflecting a tendency for the letter ā̊ to disappear by evolving into ā. This change is particularly prevalent in later Iranian copies from the 19th century, where ā replaces ā̊ in a high percentage of occurrences (over 75% in some manuscripts). Possible reasons suggested include Indian influence or erroneous transcription. In contrast, Indian manuscripts exhibit different behaviours for ā̊, such as its use for āu or its graphical representation as ā/ə in line-breaks, implying a pronunciation similar to /āo/ or /āe/'}]","[{'id': 'Y0.3WazGrF', 'index': 8}]"
mraōtē,mraōtā,1,"[{'type': 'replace', 'from': 'ē', 'to': 'ā', 'str': 'ā for ē', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3WazGrF', 'index': 9}]"
aṣ̌əm,aṣ̌əm,0,[],"[{'id': 'Y0.3WazGrF', 'index': 10}, {'id': 'Y0.4AV', 'index': 0}]"
vohī,vohū,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.4AV', 'index': 1}]"
yaϑā,yaϑā,0,[],"[{'id': 'Y0.4AV', 'index': 2}, {'id': 'Y0.5YAV', 'index': 0}]"
ahī,ahū,0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.5YAV', 'index': 1}]"
vairiiō,vairiiō,0,[],"[{'id': 'Y0.5YAV', 'index': 2}]"
frastuiiē,fərastuiiē,1,"[{'type': 'delete', 'from': 'ə', 'str': 'ə deleted', 'is_documented': True, 'description': 'Vowel syncope: loss of short ə, especially before semivowels.'}]","[{'id': 'Y0.6a', 'index': 0}]"
humatōibiiascā,humatōibiiascā,0,[],"[{'id': 'Y0.6a', 'index': 1}]"
hīxtōibiiascā,hūxtōibiiascā,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.6a', 'index': 2}, {'id': 'Y0.6a', 'index': 3}]"
huuarəštuuōibiiascā,huuarštōibiiascā,3,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'insert', 'to': 'uu', 'str': 'uu inserted', 'is_documented': True, 'description': 'u inserted epenthetically, e.g., ŋuh for ŋᵛh.'}]","[{'id': 'Y0.6a', 'index': 4}]"
mąϑβōibiiascā,mąϑβōibiiascā,0,[],"[{'id': 'Y0.6a', 'index': 5}, {'id': 'Y0.6a', 'index': 6}]"
vaxaδβōibiiascā,vaxəδβōibiiascā,1,"[{'type': 'replace', 'from': 'a', 'to': 'ə', 'str': 'ə for a', 'is_documented': True, 'description': ""This occurs in Iranian manuscripts, although i for ə is more common in Yazdi manuscripts, and e for ə in Kermani manuscripts. The vowel ə is described as a 'colourless' central-mid vowel, which is often interchanged with a, i, and u in Avestan scholarship""}]","[{'id': 'Y0.6a', 'index': 7}]"
varəštuuōibiiascā,varštuuōibiiascā,1,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6a', 'index': 8}]"
aibīgairiiādaiϑī,aibīgairiiādaiϑē,2,"[{'type': 'replace', 'from': 'ī', 'to': 'ē', 'str': 'ē for ī', 'is_documented': False, 'description': None}]","[{'id': 'Y0.6b', 'index': 0}]"
vīspā,vīspā,0,[],"[{'id': 'Y0.6b', 'index': 1}]"
humatucā,humatācā,1,"[{'type': 'replace', 'from': 'u', 'to': 'ā', 'str': 'ā for u', 'is_documented': True, 'description': 'Confusions of u for ā (and ā for u) are observed in Iranian manuscripts, almost exclusively in later copies. This change is likely related to the rounded pronunciation of ā in colloquial Persian'}]","[{'id': 'Y0.6b', 'index': 2}]"
hīxtācā,hūxtācā,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.6b', 'index': 3}, {'id': 'Y0.6b', 'index': 4}]"
huuarəštācā,huuarštācā,1,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6b', 'index': 5}]"
paitī,paitī,0,[],"[{'id': 'Y0.6b', 'index': 6}, {'id': 'Y0.6c', 'index': 0}]"
rəciiā,riciiā,1,"[{'type': 'replace', 'from': 'ə', 'to': 'i', 'str': 'i for ə', 'is_documented': True, 'description': 'ə used for i, especially in Iranian manuscripts.'}]","[{'id': 'Y0.6c', 'index': 1}, {'id': 'Y0.6c', 'index': 2}]"
daiϑī,daiϑē,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ē', 'str': 'ē for ī', 'is_documented': False, 'description': None}]","[{'id': 'Y0.6c', 'index': 3}]"
vīspā,vīspā,0,[],"[{'id': 'Y0.6c', 'index': 4}]"
dušmatucādužīxtācā,dušmatācādužūxtācā,2,"[{'type': 'replace', 'from': 'u', 'to': 'ā', 'str': 'ā for u', 'is_documented': True, 'description': 'Confusions of u for ā (and ā for u) are observed in Iranian manuscripts, almost exclusively in later copies. This change is likely related to the rounded pronunciation of ā in colloquial Persian'}, {'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.6c', 'index': 5}]"
dužuuarəštācā,dužuuarštācā,1,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6c', 'index': 6}]"
frā,frā,0,[],"[{'id': 'Y0.6c', 'index': 7}, {'id': 'Y0.7a', 'index': 0}]"
vīrāhī,və̄rāhī,2,"[{'type': 'replace', 'from': 'ī', 'to': 'ə̄', 'str': 'ə̄ for ī', 'is_documented': True, 'description': 'In Iranian manuscripts, there is a tendency for long palatal vowels like ə̄ to close into ī. This is part of a broader pattern where short palatal vowels tend to be open, and long ones tend to be closed'}]","[{'id': 'Y0.7a', 'index': 1}]"
aməṣ̌ā,aməṣ̌ā,0,[],"[{'id': 'Y0.7a', 'index': 2}]"
spəṇtā,spəṇtā̊,1,"[{'type': 'replace', 'from': 'ā', 'to': 'ā̊', 'str': 'ā̊ for ā', 'is_documented': True, 'description': 'This is a well-documented orthographic feature in Iranian manuscripts, reflecting a tendency for the letter ā̊ to disappear by evolving into ā. This change is particularly prevalent in later Iranian copies from the 19th century, where ā replaces ā̊ in a high percentage of occurrences (over 75% in some manuscripts). Possible reasons suggested include Indian influence or erroneous transcription. In contrast, Indian manuscripts exhibit different behaviours for ā̊, such as its use for āu or its graphical representation as ā/ə in line-breaks, implying a pronunciation similar to /āo/ or /āe/'}]","[{'id': 'Y0.7a', 'index': 3}, {'id': 'Y0.7a', 'index': 4}]"
yasnəmcā,yasnəmcā,0,[],"[{'id': 'Y0.7a', 'index': 5}]"
vaɱəmcā,vaɱəmcā,0,[],"[{'id': 'Y0.7a', 'index': 6}]"
frā,frā,0,[],"[{'id': 'Y0.7a', 'index': 7}, {'id': 'Y0.7b', 'index': 0}]"
manaŋhā,manaŋhā,0,[],"[{'id': 'Y0.7b', 'index': 1}]"
frā,frā,0,[],"[{'id': 'Y0.7b', 'index': 2}]"
vacaŋhā,vacaŋhā,0,[],"[{'id': 'Y0.7b', 'index': 3}]"
frā,frā,0,[],"[{'id': 'Y0.7b', 'index': 4}]"
š́iiaōϑanā,š́iiaōϑanā,0,[],"[{'id': 'Y0.7b', 'index': 5}, {'id': 'Y0.7b', 'index': 6}]"
frā,frā,0,[],"[{'id': 'Y0.7b', 'index': 7}]"
aŋhuiiā,aŋhuiiā,0,[],"[{'id': 'Y0.7b', 'index': 8}]"
frā,frā,0,[],"[{'id': 'Y0.7b', 'index': 9}]"
tanuuascīt̰,tanuuascīt̰,0,[],"[{'id': 'Y0.7b', 'index': 10}, {'id': 'Y0.7b', 'index': 11}]"
xᵛaxᵛiiā,xᵛax́iiāi,2,"[{'type': 'replace', 'from': 'xᵛ', 'to': 'x́', 'str': 'x́ for xᵛ', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'ā', 'to': 'āi', 'str': 'āi for ā', 'is_documented': False, 'description': None}]","[{'id': 'Y0.7b', 'index': 12}]"
uštanəm,uštanəm,0,[],"[{'id': 'Y0.7b', 'index': 13}]"
stōmī,staōmī,1,"[{'type': 'replace', 'from': 'ō', 'to': 'aō', 'str': 'aō for ō', 'is_documented': True, 'description': 'The monophthongization of diphthongs aē and aō is frequent'}]","[{'id': 'Y0.7b', 'index': 14}, {'id': 'Y0.8a', 'index': 0}]"
aṣ̌əm,aṣ̌əm,0,[],"[{'id': 'Y0.8a', 'index': 1}]"
aṣ̌əm,aṣ̌əm,0,[],"[{'id': 'Y0.8a', 'index': 2}, {'id': 'Y0.9AV', 'index': 0}]"
vohī,vohū,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.9AV', 'index': 1}]"
frauuarāne,frauuarāne,0,[],"[{'id': 'Y0.9AV', 'index': 2}, {'id': 'Y0.10Frauuarane.a', 'index': 0}, {'id': 'Y0.10Frauuarane.a', 'index': 1}]"
mazdaiiasnō,mazdaiiasnō,0,[],"[{'id': 'Y0.10Frauuarane.a', 'index': 2}]"
zaraϑuštrəš,zaraϑuštriš,1,"[{'type': 'replace', 'from': 'ə', 'to': 'i', 'str': 'i for ə', 'is_documented': True, 'description': 'ə used for i, especially in Iranian manuscripts.'}]","[{'id': 'Y0.10Frauuarane.a', 'index': 3}]"
vīdaēuuō,vīdaēuuō,0,[],"[{'id': 'Y0.10Frauuarane.a', 'index': 4}, {'id': 'Y0.10Frauuarane.a', 'index': 5}]"
ahurat̰kaēšō,ahurat̰kaēšō,0,[],"[{'id': 'Y0.10Frauuarane.a', 'index': 6}, {'id': 'Y0.10Frauuarane.a', 'index': 7}]"
hāuuanə̄e,hāuuanə̄e,0,[],"[{'id': 'Y0.10Frauuarane.a', 'index': 8}, {'id': 'Y0.10RatuFra', 'index': 0}, {'id': 'Y0.10RatuFra', 'index': 1}]"
aṣ̌aōne,aṣ̌aōne,0,[],"[{'id': 'Y0.10RatuFra', 'index': 2}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y0.10RatuFra', 'index': 3}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y0.10RatuFra', 'index': 4}]"
sāuuaŋhə̄e,sāuuaŋhə̄e,0,[],"[{'id': 'Y0.10RatuFra', 'index': 5}]"
vīsāica,vīsąmca,2,"[{'type': 'replace', 'from': 'āi', 'to': 'ą', 'str': 'ą for āi', 'is_documented': False, 'description': None}, {'type': 'delete', 'from': 'm', 'str': 'm deleted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.10RatuFra', 'index': 6}]"
aṣ̌aōne,aṣ̌aōne,0,[],"[{'id': 'Y0.10RatuFra', 'index': 7}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y0.10RatuFra', 'index': 8}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y0.10RatuFra', 'index': 9}]"
raϑβąm,raϑβąm,0,[],"[{'id': 'Y0.10RatuFra', 'index': 10}, {'id': 'Y0.10Frauuarane.b', 'index': 0}]"
aiiaranąmca,aiiaranąmca,0,[],"[{'id': 'Y0.10Frauuarane.b', 'index': 1}]"
asniianąmca,asńiianąmca,1,"[{'type': 'replace', 'from': 'n', 'to': 'ń', 'str': 'ń for n', 'is_documented': True, 'description': 'Palatal ń replaced by n, especially in Indian traditions.'}]","[{'id': 'Y0.10Frauuarane.b', 'index': 2}, {'id': 'Y0.10Frauuarane.b', 'index': 3}]"
māhiianąmca,māhiianąmca,0,[],"[{'id': 'Y0.10Frauuarane.b', 'index': 4}]"
yāiriianąmca,yāiriianąmca,0,[],"[{'id': 'Y0.10Frauuarane.b', 'index': 5}, {'id': 'Y0.10Frauuarane.b', 'index': 6}]"
srəδanąmca,sarəδanąmca,1,"[{'type': 'delete', 'from': 'a', 'str': 'a deleted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.10Frauuarane.b', 'index': 7}]"
sarəδanąmca,sarəδanąmca,0,[],"[{'id': 'Y0.10Frauuarane.b', 'index': 8}]"
srəδanąmca,sarəδanąmca,1,"[{'type': 'delete', 'from': 'a', 'str': 'a deleted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.10Frauuarane.b', 'index': 9}]"
sarəδanąmca,sarəδanąmca,0,[],"[{'id': 'Y0.10Frauuarane.b', 'index': 10}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y0.10Frauuarane.b', 'index': 11}, {'id': 'Y0.10ShnumanGen.a', 'index': 0}, {'id': 'Y0.10ShnumanGen.a', 'index': 1}]"
mazdā,mazdā,0,[],"[{'id': 'Y0.10ShnumanGen.a', 'index': 2}]"
raēuuatō,raēuuatō,0,[],"[{'id': 'Y0.10ShnumanGen.a', 'index': 3}]"
