transliterated,reference,distance,features,address
frasastaiiiiaēca,frasastaiiaēca,2,"[{'type': 'insert', 'to': 'ii', 'str': 'ii inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.3RatuFra', 'index': 14}]"
sāuuaŋᵛhə̄e,sāuuaŋhə̄e,1,"[{'type': 'replace', 'from': 'ŋᵛ', 'to': 'ŋ', 'str': 'ŋ for ŋᵛ', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3RatuFra', 'index': 15}]"
vīsiiāica,vīsiiāica,0,[],"[{'id': 'Y0.3RatuFra', 'index': 16}]"
aṣ̌aōne,aṣ̌aōne,0,[],"[{'id': 'Y0.3RatuFra', 'index': 17}, {'id': 'Y0.3RatuFra', 'index': 18}]"
aṣ̌ahe,aṣ̌ahe,0,[],"[{'id': 'Y0.3RatuFra', 'index': 19}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y0.3RatuFra', 'index': 20}]"
yasnāica,yasnāica,0,[],"[{'id': 'Y0.3RatuFra', 'index': 21}]"
xšnaōϑrāica,xšnaōϑrāica,0,[],"[{'id': 'Y0.3RatuFra', 'index': 24}]"
frasastaiiaēca,frasastaiiaēca,0,[],"[{'id': 'Y0.3RatuFra', 'index': 25}, {'id': 'Y0.3RatuFra', 'index': 26}]"
āϑrō,āϑrō,0,[],"[{'id': 'Y0.3RatuFra', 'index': 27}, {'id': 'Y0.3FireDed', 'index': 0}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y0.3FireDed', 'index': 1}]"
mazdā̊,mazdā̊,0,[],"[{'id': 'Y0.3FireDed', 'index': 2}, {'id': 'Y0.3FireDed', 'index': 3}]"
puϑra,puϑra,0,[],"[{'id': 'Y0.3FireDed', 'index': 4}]"
tauua,tauua,0,[],"[{'id': 'Y0.3FireDed', 'index': 5}]"
ātarš,ātarš,0,[],"[{'id': 'Y0.3FireDed', 'index': 6}]"
puϑra,puϑra,0,[],"[{'id': 'Y0.3FireDed', 'index': 7}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y0.3FireDed', 'index': 8}, {'id': 'Y0.3FireDed', 'index': 9}]"
mazdā̊,mazdā̊,0,[],"[{'id': 'Y0.3FireDed', 'index': 10}]"
xšaōϑra,xšnaōϑra,1,"[{'type': 'delete', 'from': 'n', 'str': 'n deleted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3FireDed', 'index': 11}]"
yasnaica,yasnāica,1,"[{'type': 'replace', 'from': 'ai', 'to': 'āi', 'str': 'āi for ai', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3FireDed', 'index': 12}]"
vahmāica,vaɱāica,2,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y0.3FireDed', 'index': 13}, {'id': 'Y0.3FireDed', 'index': 14}]"
xšnaōϑrāica,xšnaōϑrāica,0,[],"[{'id': 'Y0.3FireDed', 'index': 15}]"
frasastaiiaēca,frasastaiiaēca,0,[],"[{'id': 'Y0.3FireDed', 'index': 16}, {'id': 'Y0.3FireDed', 'index': 17}]"
tauua,tauua,0,[],"[{'id': 'Y0.3FireDedF', 'index': 0}]"
ātarš,ātarš,0,[],"[{'id': 'Y0.3FireDedF', 'index': 1}, {'id': 'Y0.3FireDedF', 'index': 2}]"
puϑra,puϑra,0,[],"[{'id': 'Y0.3FireDedF', 'index': 3}, {'id': 'Y0.3FireDedF', 'index': 4}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y0.3FireDedF', 'index': 5}]"
mazdā̊,mazdā̊,0,[],"[{'id': 'Y0.3FireDedF', 'index': 6}]"
xšnaōϑra,xšnaōϑra,0,[],"[{'id': 'Y0.3FireDedF', 'index': 7}]"
yasnaica,yasnāica,1,"[{'type': 'replace', 'from': 'ai', 'to': 'āi', 'str': 'āi for ai', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3FireDedF', 'index': 8}, {'id': 'Y0.3FireDedF', 'index': 9}]"
vahmāica,vaɱāica,2,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y0.3FireDedF', 'index': 10}]"
xšnaōϑrāica,xšnaōϑrāica,0,[],"[{'id': 'Y0.3FireDedF', 'index': 11}]"
frasastaiiaēca,frasastaiiaēca,0,[],"[{'id': 'Y0.3FireDedF', 'index': 12}, {'id': 'Y0.3FireDedF', 'index': 13}]"
yaϑā,yaϑā,0,[],"[{'id': 'Y0.3FireDedF', 'index': 14}, {'id': 'Y0.3WazGr', 'index': 0}]"
ahī,ahū,0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.3WazGr', 'index': 1}]"
vairiiō,vairiiō,0,[],"[{'id': 'Y0.3WazGr', 'index': 2}]"
yaō,yō,1,"[{'type': 'replace', 'from': 'aō', 'to': 'ō', 'str': 'ō for aō', 'is_documented': True, 'description': 'aō for ō are also frequent in Iranian manuscripts, especially during the Zand period'}]","[{'id': 'Y0.3WazGr', 'index': 3}]"
yaϑā,yaϑā,0,[],"[{'id': 'Y0.3WazGr', 'index': 4}]"
ahī,ahū,0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.3WazGr', 'index': 5}]"
vairiiō,vairiiō,0,[],"[{'id': 'Y0.3WazGr', 'index': 6}]"
zaōtā,zaōtā,0,[],"[{'id': 'Y0.3WazGr', 'index': 7}]"
frāmē,frāmē,0,[],"[{'id': 'Y0.3WazGr', 'index': 8}]"
mrītē,mrūtē,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.3WazGr', 'index': 9}]"
yaō,yō,1,"[{'type': 'replace', 'from': 'aō', 'to': 'ō', 'str': 'ō for aō', 'is_documented': True, 'description': 'aō for ō are also frequent in Iranian manuscripts, especially during the Zand period'}]","[{'id': 'Y0.3WazGr', 'index': 10}]"
yaϑā,yaϑā,0,[],"[{'id': 'Y0.3WazGr', 'index': 11}]"
ahī,ahū,0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.3WazGr', 'index': 12}]"
vairiiō,vairiiō,0,[],"[{'id': 'Y0.3WazGr', 'index': 13}]"
zaōtā,zaōtā,0,[],"[{'id': 'Y0.3WazGr', 'index': 14}]"
frāmē,frāmē,0,[],"[{'id': 'Y0.3WazGr', 'index': 15}]"
mrītē,mrūtē,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.3WazGr', 'index': 16}]"
zaōtā,zaōtā,0,[],"[{'id': 'Y0.3WazGr', 'index': 17}, {'id': 'Y0.3WazGr', 'index': 18}]"
frāmē,frāmē,0,[],"[{'id': 'Y0.3WazGr', 'index': 19}]"
mrītē,mrūtē,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.3WazGr', 'index': 20}]"
aϑā,aϑā,0,[],"[{'id': 'Y0.3WazGr', 'index': 21}]"
ratuš,ratuš,0,[],"[{'id': 'Y0.3WazGr', 'index': 22}]"
aṣ̌ṣ̌āt̰cīt̰,aṣ̌āt̰cīt̰,1,"[{'type': 'insert', 'to': 'ṣ̌', 'str': 'ṣ̌ inserted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3WazGr', 'index': 24}]"
haca,haca,0,[],"[{'id': 'Y0.3WazGr', 'index': 25}]"
frā,frā,0,[],"[{'id': 'Y0.3WazGr', 'index': 26}]"
aṣ̌auua,aṣ̌auua,0,[],"[{'id': 'Y0.3WazGr', 'index': 27}]"
vīδuuā̊,vīδuuā̊,0,[],"[{'id': 'Y0.3WazGr', 'index': 28}, {'id': 'Y0.3WazGr', 'index': 29}]"
mraōtē,mraōtū,1,"[{'type': 'replace', 'from': 'ē', 'to': 'ū', 'str': 'ū for ē', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3WazGr', 'index': 30}]"
aṣ̌əm,aṣ̌əm,0,[],"[{'id': 'Y0.3WazGr', 'index': 31}, {'id': 'Y0.4AV', 'index': 0}]"
vohī,vohū,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.4AV', 'index': 1}]"
yaϑā,yaϑā,0,[],"[{'id': 'Y0.4AV', 'index': 3}, {'id': 'Y0.5YAV', 'index': 0}]"
ahī,ahū,0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.5YAV', 'index': 1}]"
vairiiō,vairiiō,0,[],"[{'id': 'Y0.5YAV', 'index': 2}, {'id': 'Y0.5YAV', 'index': 3}]"
frastuiiē,fərastuiiē,1,"[{'type': 'delete', 'from': 'ə', 'str': 'ə deleted', 'is_documented': True, 'description': 'Vowel syncope: loss of short ə, especially before semivowels.'}]","[{'id': 'Y0.5YAV', 'index': 4}, {'id': 'Y0.6a', 'index': 0}]"
humatōibiiasca,humatōibiiascā,1,"[{'type': 'replace', 'from': 'a', 'to': 'ā', 'str': 'ā for a', 'is_documented': False, 'description': None}]","[{'id': 'Y0.6a', 'index': 1}]"
hīxtōiibiiascā,hūxtōibiiascā,2,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}, {'type': 'insert', 'to': 'i', 'str': 'i inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6a', 'index': 2}, {'id': 'Y0.6a', 'index': 3}]"
huuarəštōibiiascā,huuarštōibiiascā,1,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6a', 'index': 4}]"
mąϑβōibiiascā,mąϑβōibiiascā,0,[],"[{'id': 'Y0.6a', 'index': 5}, {'id': 'Y0.6a', 'index': 6}]"
vaxəδβōibiiascā,vaxəδβōibiiascā,0,[],"[{'id': 'Y0.6a', 'index': 7}]"
varəštuuōibiiascā,varštuuōibiiascā,1,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6a', 'index': 8}, {'id': 'Y0.6a', 'index': 9}]"
aibīgairiiā,aibīgairiiā,0,[],"[{'id': 'Y0.6a', 'index': 10}, {'id': 'Y0.6b', 'index': 0}]"
daiϑə̄,daiϑē,2,"[{'type': 'replace', 'from': 'ə̄', 'to': 'ē', 'str': 'ē for ə̄', 'is_documented': False, 'description': None}]","[{'id': 'Y0.6b', 'index': 1}]"
vīspā,vīspā,0,[],"[{'id': 'Y0.6b', 'index': 2}]"
humatācā,humatācā,0,[],"[{'id': 'Y0.6b', 'index': 3}]"
hīxtācā,hūxtācā,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.6b', 'index': 4}]"
huuarəštācā,huuarštācā,1,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6b', 'index': 5}]"
paitiriciiā,paitīriciiā,1,"[{'type': 'replace', 'from': 'i', 'to': 'ī', 'str': 'ī for i', 'is_documented': False, 'description': None}]","[{'id': 'Y0.6b', 'index': 6}, {'id': 'Y0.6c', 'index': 0}]"
daiϑə̄,daiϑē,1,"[{'type': 'replace', 'from': 'ə̄', 'to': 'ē', 'str': 'ē for ə̄', 'is_documented': False, 'description': None}]","[{'id': 'Y0.6c', 'index': 1}]"
vīspā,vīspā,0,[],"[{'id': 'Y0.6c', 'index': 2}]"
dušmatācā,dušmatācā,0,[],"[{'id': 'Y0.6c', 'index': 3}]"
dužīxtācā,dužūxtācā,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.6c', 'index': 4}, {'id': 'Y0.6c', 'index': 5}]"
dužuuarəštācā,dužuuarštācā,1,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6c', 'index': 6}]"
frā,frā,0,[],"[{'id': 'Y0.6c', 'index': 7}, {'id': 'Y0.7a', 'index': 0}]"
vīrāhī,və̄rāhī,1,"[{'type': 'replace', 'from': 'ī', 'to': 'ə̄', 'str': 'ə̄ for ī', 'is_documented': True, 'description': 'In Iranian manuscripts, there is a tendency for long palatal vowels like ə̄ to close into ī. This is part of a broader pattern where short palatal vowels tend to be open, and long ones tend to be closed'}]","[{'id': 'Y0.7a', 'index': 1}]"
aməṣ̌ā,aməṣ̌ā,0,[],"[{'id': 'Y0.7a', 'index': 2}]"
spəṇtā,spəṇtā,0,[],"[{'id': 'Y0.7a', 'index': 3}]"
yasnəmcā,yasnəmcā,0,[],"[{'id': 'Y0.7a', 'index': 4}]"
vahməmca,vaɱəmca,1,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y0.7a', 'index': 5}]"
fərā,fərā,0,[],"[{'id': 'Y0.7b', 'index': 0}]"
manaŋhā,manaŋhā,0,[],"[{'id': 'Y0.7b', 'index': 1}]"
fərā,fərā,0,[],"[{'id': 'Y0.7b', 'index': 2}]"
vacaŋhā,vacaŋhā,0,[],"[{'id': 'Y0.7b', 'index': 3}]"
fərā,fərā,0,[],"[{'id': 'Y0.7b', 'index': 4}]"
š́iiaōϑanā,š́iiaōϑanā,0,[],"[{'id': 'Y0.7b', 'index': 5}]"
fərā,fərā,0,[],"[{'id': 'Y0.7b', 'index': 6}]"
