transliterated,reference,distance,features,address
xšnaōϑrāica,xšnaōϑrāica,0,[],"[{'id': 'Y0.3RatuFra', 'index': 9}, {'id': 'Y0.3RatuFra', 'index': 10}]"
frasastaiiaēca,frasastaiiaēca,0,[],"[{'id': 'Y0.3RatuFra', 'index': 11}]"
sāuuaŋhə̄e,sāuuaŋhə̄e,0,[],"[{'id': 'Y0.3RatuFra', 'index': 12}]"
vīsiiāica,vīsiiāica,0,[],"[{'id': 'Y0.3RatuFra', 'index': 13}]"
aṣ̌aone,aṣ̌aōne,1,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.3RatuFra', 'index': 14}]"
ašahe,aṣ̌ahe,1,"[{'type': 'replace', 'from': 'š', 'to': 'ṣ̌', 'str': 'ṣ̌ for š', 'is_documented': True, 'description': 'š used for ṣ̌ (written ṣ̌), common simplification.'}]","[{'id': 'Y0.3RatuFra', 'index': 15}]"
raϑβe,raϑβe,0,[],"[{'id': 'Y0.3RatuFra', 'index': 16}]"
ẏasnāica,yasnāica,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.3RatuFra', 'index': 17}]"
āϑrō,āϑrō,0,[],"[{'id': 'Y0.3RatuFra', 'index': 18}, {'id': 'Y0.3FireDed', 'index': 0}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y0.3FireDed', 'index': 1}]"
mazdā̊,mazdā̊,0,[],"[{'id': 'Y0.3FireDed', 'index': 2}]"
puϑra,puϑra,0,[],"[{'id': 'Y0.3FireDed', 'index': 3}]"
tauua,tauua,0,[],"[{'id': 'Y0.3FireDed', 'index': 4}]"
ātarš,ātarš,0,[],"[{'id': 'Y0.3FireDed', 'index': 5}]"
puϑra,puϑra,0,[],"[{'id': 'Y0.3FireDed', 'index': 6}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y0.3FireDed', 'index': 7}]"
mazdā̊,mazdā̊,0,[],"[{'id': 'Y0.3FireDed', 'index': 8}]"
xšnaoϑra,xšnaōϑra,1,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.3FireDed', 'index': 9}, {'id': 'Y0.3FireDed', 'index': 10}]"
yasnāica,yasnāica,0,[],"[{'id': 'Y0.3FireDed', 'index': 11}]"
frasastaiiaēca,frasastaiiaēca,0,[],"[{'id': 'Y0.3FireDed', 'index': 12}]"
tauua,tauua,0,[],"[{'id': 'Y0.3FireDed', 'index': 13}, {'id': 'Y0.3FireDedF', 'index': 0}]"
ātarš,ātarš,0,[],"[{'id': 'Y0.3FireDedF', 'index': 1}]"
puϑra,puϑra,0,[],"[{'id': 'Y0.3FireDedF', 'index': 2}]"
ahurahe,ahurahe,0,[],"[{'id': 'Y0.3FireDedF', 'index': 3}]"
mazdā̊,mazdā̊,0,[],"[{'id': 'Y0.3FireDedF', 'index': 4}]"
xšnaōϑra,xšnaōϑra,0,[],"[{'id': 'Y0.3FireDedF', 'index': 5}]"
yasnāica,yasnāica,0,[],"[{'id': 'Y0.3FireDedF', 'index': 6}, {'id': 'Y0.3FireDedF', 'index': 7}]"
frasastaiiaeca,frasastaiiaēca,1,"[{'type': 'replace', 'from': 'a', 'to': 'aē', 'str': 'aē for a', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'e', 'str': 'e inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.3FireDedF', 'index': 8}]"
ẏaϑā,yaϑā,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.3FireDedF', 'index': 9}, {'id': 'Y0.3WazGr', 'index': 0}]"
ahū,ahū,0,[],"[{'id': 'Y0.3WazGr', 'index': 1}, {'id': 'Y0.3WazGr', 'index': 2}]"
vairiiō,vairiiō,0,[],"[{'id': 'Y0.3WazGr', 'index': 3}]"
zaōtā,zaōtā,0,[],"[{'id': 'Y0.3WazGr', 'index': 4}]"
frāmē,frāmē,0,[],"[{'id': 'Y0.3WazGr', 'index': 5}]"
mrūtē,mrūtē,0,[],"[{'id': 'Y0.3WazGr', 'index': 6}]"
aϑā,aϑā,0,[],"[{'id': 'Y0.3WazGr', 'index': 7}]"
ratuš,ratuš,0,[],"[{'id': 'Y0.3WazGr', 'index': 8}]"
aṣ̌āt̰cīt̰,aṣ̌āt̰cīt̰,0,[],"[{'id': 'Y0.3WazGr', 'index': 9}]"
hacā,hacā,0,[],"[{'id': 'Y0.3WazGr', 'index': 10}]"
frā,frā,0,[],"[{'id': 'Y0.3WazGr', 'index': 11}]"
aṣ̌auua,aṣ̌auua,0,[],"[{'id': 'Y0.3WazGr', 'index': 12}]"
vīδuuā̊,vīδuuā̊,0,[],"[{'id': 'Y0.3WazGr', 'index': 13}]"
mraōtū,mraōtū,0,[],"[{'id': 'Y0.3WazGr', 'index': 14}]"
ẏaϑā,yaϑā,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.3WazGr', 'index': 15}, {'id': 'Y0.3WazGrM', 'index': 0}]"
ahū,ahū,0,[],"[{'id': 'Y0.3WazGrM', 'index': 1}]"
vairiiō,vairiiō,0,[],"[{'id': 'Y0.3WazGrM', 'index': 2}]"
ẏō,yō,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.3WazGrM', 'index': 3}]"
zaotā,zaōtā,1,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.3WazGrM', 'index': 4}]"
frāmē,frāmē,0,[],"[{'id': 'Y0.3WazGrM', 'index': 5}]"
mrūtē,mrūtē,0,[],"[{'id': 'Y0.3WazGrM', 'index': 6}]"
aϑā,aϑā,0,[],"[{'id': 'Y0.3WazGrM', 'index': 7}, {'id': 'Y0.3WazGrF', 'index': 0}]"
ratuš,ratuš,0,[],"[{'id': 'Y0.3WazGrF', 'index': 1}]"
aṣ̌āt̰cīt̰,aṣ̌āt̰cīt̰,0,[],"[{'id': 'Y0.3WazGrF', 'index': 2}]"
haca,haca,0,[],"[{'id': 'Y0.3WazGrF', 'index': 3}]"
frā,frā,0,[],"[{'id': 'Y0.3WazGrF', 'index': 4}]"
aṣ̌auua,aṣ̌auua,0,[],"[{'id': 'Y0.3WazGrF', 'index': 5}]"
vīδuuā̊,vīδuuā̊,0,[],"[{'id': 'Y0.3WazGrF', 'index': 6}]"
mraōtū,mraōtū,0,[],"[{'id': 'Y0.3WazGrF', 'index': 7}]"
frastuiiē,fərastuiiē,1,"[{'type': 'delete', 'from': 'ə', 'str': 'ə deleted', 'is_documented': True, 'description': 'Vowel syncope: loss of short ə, especially before semivowels.'}]","[{'id': 'Y0.3WazGrF', 'index': 8}, {'id': 'Y0.6a', 'index': 0}, {'id': 'Y0.6a', 'index': 1}]"
fərastuiiē,fərastuiiē,0,[],"[{'id': 'Y0.6a', 'index': 2}, {'id': 'Y0.6a', 'index': 3}]"
frastuiiē,fərastuiiē,1,"[{'type': 'delete', 'from': 'ə', 'str': 'ə deleted', 'is_documented': True, 'description': 'Vowel syncope: loss of short ə, especially before semivowels.'}]","[{'id': 'Y0.6a', 'index': 4}]"
fərastuiiē,fərastuiiē,0,[],"[{'id': 'Y0.6a', 'index': 5}]"
humatōibiiascā,humatōibiiascā,0,[],"[{'id': 'Y0.6a', 'index': 6}]"
hūxtōibiiascā,hūxtōibiiascā,0,[],"[{'id': 'Y0.6a', 'index': 7}, {'id': 'Y0.6a', 'index': 8}]"
huuarəštōibiiascā,huuarštōibiiascā,1,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6a', 'index': 9}]"
mą̇ϑβōibiiascā,mąϑβōibiiascā,1,"[{'type': 'replace', 'from': 'ą̇', 'to': 'ą', 'str': 'ą for ą̇', 'is_documented': True, 'description': 'ą̇ is standard in Indian manuscripts, ą in Iranian ones.'}]","[{'id': 'Y0.6a', 'index': 10}, {'id': 'Y0.6a', 'index': 11}]"
vaxəϑβōibiiascā,vaxəδβōibiiascā,1,"[{'type': 'replace', 'from': 'ϑ', 'to': 'δ', 'str': 'δ for ϑ', 'is_documented': False, 'description': None}]","[{'id': 'Y0.6a', 'index': 12}]"
varəštuuōibiiascā,varštuuōibiiascā,1,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6a', 'index': 13}, {'id': 'Y0.6a', 'index': 14}]"
aiβigairiiā,aibīgairiiā,2,"[{'type': 'replace', 'from': 'β', 'to': 'b', 'str': 'b for β', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'i', 'to': 'ī', 'str': 'ī for i', 'is_documented': False, 'description': None}]","[{'id': 'Y0.6b', 'index': 0}]"
daiϑē,daiϑē,0,[],"[{'id': 'Y0.6b', 'index': 1}]"
vīspā,vīspā,0,[],"[{'id': 'Y0.6b', 'index': 2}]"
humatācā,humatācā,0,[],"[{'id': 'Y0.6b', 'index': 3}]"
hūxtācā,hūxtācā,0,[],"[{'id': 'Y0.6b', 'index': 4}]"
huuarštācā,huuarštācā,0,[],"[{'id': 'Y0.6b', 'index': 5}]"
paitīriciiāi,paitīriciiā,1,"[{'type': 'replace', 'from': 'āi', 'to': 'ā', 'str': 'ā for āi', 'is_documented': False, 'description': None}]","[{'id': 'Y0.6b', 'index': 6}, {'id': 'Y0.6c', 'index': 0}]"
daiϑē,daiϑē,0,[],"[{'id': 'Y0.6c', 'index': 1}]"
vīspā,vīspā,0,[],"[{'id': 'Y0.6c', 'index': 2}]"
dušmatācā,dušmatācā,0,[],"[{'id': 'Y0.6c', 'index': 3}, {'id': 'Y0.6c', 'index': 4}]"
dužūxtācā,dužūxtācā,0,[],"[{'id': 'Y0.6c', 'index': 5}]"
dužuuarštācā,dužuuarštācā,0,[],"[{'id': 'Y0.6c', 'index': 6}, {'id': 'Y0.6c', 'index': 7}]"
fərā,fərā,0,[],"[{'id': 'Y0.6c', 'index': 8}, {'id': 'Y0.7a', 'index': 0}]"
və̄rāhī,və̄rāhī,3,[],"[{'id': 'Y0.7a', 'index': 1}]"
aməṣ̌ā,aməṣ̌ā,0,[],"[{'id': 'Y0.7a', 'index': 2}]"
spəṇtā,spəṇtā,1,[],"[{'id': 'Y0.7a', 'index': 3}]"
ẏasnəmcā,yasnəmcā,1,"[{'type': 'replace', 'from': 'ẏ', 'to': 'y', 'str': 'y for ẏ', 'is_documented': True, 'description': 'Orthographic variation: ẏ used for y in Indian tradition.'}]","[{'id': 'Y0.7a', 'index': 4}, {'id': 'Y0.7b', 'index': 0}]"
vahməmcā,taxməmcā,2,"[{'type': 'replace', 'from': 'v', 'to': 't', 'str': 't for v', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'h', 'to': 'x', 'str': 'x for h', 'is_documented': False, 'description': None}]","[{'id': 'Y0.7b', 'index': 1}]"
frā,frā,0,[],"[{'id': 'Y0.7b', 'index': 2}, {'id': 'Y0.7c', 'index': 0}]"
fərā,fərā,0,[],"[{'id': 'Y0.7c', 'index': 1}]"
frā,frā,0,[],"[{'id': 'Y0.7c', 'index': 2}]"
fərā,fərā,0,[],"[{'id': 'Y0.7c', 'index': 3}]"
manaŋhā,manaŋhā,0,[],"[{'id': 'Y0.7c', 'index': 4}]"
fərā,fərā,0,[],"[{'id': 'Y0.7c', 'index': 5}]"
vacaŋhā,vacaŋhā,0,[],"[{'id': 'Y0.7c', 'index': 6}]"
fərā,fərā,0,[],"[{'id': 'Y0.7c', 'index': 7}]"
š́iiaoϑnā,š́iiaōϑanā,2,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}, {'type': 'delete', 'from': 'a', 'str': 'a deleted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.7c', 'index': 8}, {'id': 'Y0.7c', 'index': 9}]"
fərā,fərā,0,[],"[{'id': 'Y0.7c', 'index': 10}]"
aŋhā̊iiā,aŋhaiiā,2,"[{'type': 'replace', 'from': 'ā̊', 'to': 'ai', 'str': 'ai for ā̊', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'ii', 'to': 'i', 'str': 'i for ii', 'is_documented': True, 'description': 'This is a very common feature in Indian manuscripts'}]","[{'id': 'Y0.7c', 'index': 11}]"
fərā,fərā,0,[],"[{'id': 'Y0.7c', 'index': 12}]"
tanuuascīt̰,tanuuascīt̰,0,[],"[{'id': 'Y0.7c', 'index': 13}, {'id': 'Y0.7c', 'index': 14}]"
x́ax́iiā̊,xᵛax́iiā̊,1,"[{'type': 'replace', 'from': 'x́', 'to': 'xᵛ', 'str': 'xᵛ for x́', 'is_documented': True, 'description': 'Velar fricative confusion: x́ replaces xᵛ, especially in Indian manuscripts.'}]","[{'id': 'Y0.7c', 'index': 15}]"
uštanəm,uštanəm,0,[],"[{'id': 'Y0.7c', 'index': 16}]"
staomi,staōmi,1,"[{'type': 'replace', 'from': 'a', 'to': 'aō', 'str': 'aō for a', 'is_documented': True, 'description': 'In Indian manuscripts, a for aō is a form of monophthongization, though it is relatively less frequent compared to u for aō'}, {'type': 'insert', 'to': 'o', 'str': 'o inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.7c', 'index': 17}, {'id': 'Y0.8a', 'index': 0}]"
aṣ̌əm,aṣ̌əm,0,[],"[{'id': 'Y0.8a', 'index': 1}]"
aṣ̌əm,aṣ̌əm,0,[],"[{'id': 'Y0.8a', 'index': 2}, {'id': 'Y0.9AV', 'index': 0}]"
vōhū,vohū,1,"[{'type': 'replace', 'from': 'ō', 'to': 'o', 'str': 'o for ō', 'is_documented': True, 'description': 'Lengthened ō for o, minor orthographic variation.'}]","[{'id': 'Y0.9AV', 'index': 1}]"
vahištəm,vahištəm,0,[],"[{'id': 'Y0.9AV', 'index': 2}]"
astī,astī,0,[],"[{'id': 'Y0.9AV', 'index': 3}]"
uštā,uštā,0,[],"[{'id': 'Y0.9AV', 'index': 4}, {'id': 'Y0.9AVM', 'index': 0}]"
astī,astī,0,[],"[{'id': 'Y0.9AVM', 'index': 1}]"
uštā,uštā,0,[],"[{'id': 'Y0.9AVM', 'index': 2}]"
ahmāi,ahɱāi,2,"[{'type': 'replace', 'from': 'm', 'to': 'ɱ', 'str': 'ɱ for m', 'is_documented': False, 'description': None}]","[{'id': 'Y0.9AVM', 'index': 3}]"
hiiat̰,hiiat̰,0,[],"[{'id': 'Y0.9AVM', 'index': 4}, {'id': 'Y0.9AVF', 'index': 0}]"
aṣ̌āi,aṣ̌āi,0,[],"[{'id': 'Y0.9AVF', 'index': 1}]"
vahištāi,vahištāi,0,[],"[{'id': 'Y0.9AVF', 'index': 2}, {'id': 'Y0.9AVF', 'index': 3}]"
aṣ̌əm,aṣ̌əm,0,[],"[{'id': 'Y0.9AVF', 'index': 4}]"
frauuarāne,frauuarāne,0,[],"[{'id': 'Y0.9AVF', 'index': 5}, {'id': 'Y0.10Frauuarane', 'index': 0}]"
mazdaiiasnō,mazdaiiasnō,0,[],"[{'id': 'Y0.10Frauuarane', 'index': 1}, {'id': 'Y0.10Frauuarane', 'index': 2}, {'id': 'Y0.10Frauuarane', 'index': 3}]"
zaraϑuštriš,zaraϑuštriš,0,[],"[{'id': 'Y0.10Frauuarane', 'index': 4}]"
vīdaēuuō,vīdaēuuō,0,[],"[{'id': 'Y0.10Frauuarane', 'index': 5}]"
ahurat̰kaēšō,ahurat̰kaēšō,0,[],"[{'id': 'Y0.10Frauuarane', 'index': 6}, {'id': 'Y0.10Frauuarane', 'index': 7}]"
hāuuanə̄ē,hāuuanə̄e,1,"[{'type': 'replace', 'from': 'ē', 'to': 'e', 'str': 'e for ē', 'is_documented': True, 'description': 'While the dominant trend noted is e for ē (shortening) in Indian manuscripts due to recitation habits, especially for final ē'}]","[{'id': 'Y0.10Frauuarane', 'index': 8}, {'id': 'Y0.10RatuFra', 'index': 0}]"
