transliterated,reference,distance,features,address
vahmāica,vaɱāica,1.0,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y0.3FireDedF', 'index': 7}]"
xšnotrāica,xšnaōϑrāica,2.0,"[{'type': 'replace', 'from': 'o', 'to': 'aō', 'str': 'aō for o', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 't', 'to': 'ϑ', 'str': 'ϑ for t', 'is_documented': True, 'description': 'Fricative ϑ replaced by t, common in Persian transcriptions.'}]","[{'id': 'Y0.3FireDedF', 'index': 8}]"
frasastayeyca,frasastaiiaēca,2.0,"[{'type': 'replace', 'from': 'a', 'to': 'ai', 'str': 'ai for a', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'y', 'to': 'i', 'str': 'i for y', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'e', 'to': 'aē', 'str': 'aē for e', 'is_documented': True, 'description': 'Monophthongization of aē to e, frequent in Indian manuscripts.'}, {'type': 'insert', 'to': 'y', 'str': 'y inserted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3FireDedF', 'index': 9}]"
yaϑā,yaϑā,0.0,[],"[{'id': 'Y0.3WazGr', 'index': 0}]"
ahī,ahū,0.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.3WazGr', 'index': 1}]"
vairiiō,vairiiō,0.0,[],"[{'id': 'Y0.3WazGr', 'index': 2}]"
yō,yō,0.0,[],"[{'id': 'Y0.3WazGr', 'index': 3}]"
zaōtā,zaōtā,0.0,[],"[{'id': 'Y0.3WazGr', 'index': 4}]"
frāmə̄,frāmē,2.0,"[{'type': 'replace', 'from': 'ə̄', 'to': 'ē', 'str': 'ē for ə̄', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3WazGr', 'index': 5}]"
mrītə̄,mrūtē,2.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}, {'type': 'replace', 'from': 'ə̄', 'to': 'ē', 'str': 'ē for ə̄', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3WazGr', 'index': 6}]"
aϑā,aϑā,0.0,[],"[{'id': 'Y0.3WazGr', 'index': 7}]"
ratuš,ratuš,0.0,[],"[{'id': 'Y0.3WazGr', 'index': 8}]"
ašādcid,aṣ̌āt̰cīt̰,3.0,"[{'type': 'replace', 'from': 'š', 'to': 'ṣ̌', 'str': 'ṣ̌ for š', 'is_documented': True, 'description': 'š used for ṣ̌ (written ṣ̌), common simplification.'}, {'type': 'replace', 'from': 'd', 'to': 't̰', 'str': 't̰ for d', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'i', 'to': 'ī', 'str': 'ī for i', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'd', 'to': 't̰', 'str': 't̰ for d', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3WazGr', 'index': 9}]"
hacā,hacā,0.0,[],"[{'id': 'Y0.3WazGr', 'index': 10}]"
frā,frā,0.0,[],"[{'id': 'Y0.3WazGr', 'index': 11}]"
ašavah,aṣ̌auuā,3.0,"[{'type': 'replace', 'from': 'š', 'to': 'ṣ̌', 'str': 'ṣ̌ for š', 'is_documented': True, 'description': 'š used for ṣ̌ (written ṣ̌), common simplification.'}, {'type': 'replace', 'from': 'a', 'to': 'au', 'str': 'au for a', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'v', 'to': 'u', 'str': 'u for v', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'a', 'to': 'ā', 'str': 'ā for a', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'h', 'str': 'h inserted', 'is_documented': True, 'description': ""The inverse of the loss of 'h' (i.e., 'h' being inserted) occurs, leading to 'misunderstandings'""}]","[{'id': 'Y0.3WazGr', 'index': 12}]"
vidavā,vīδuuā̊,3.0,"[{'type': 'replace', 'from': 'i', 'to': 'ī', 'str': 'ī for i', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'd', 'to': 'δ', 'str': 'δ for d', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'a', 'to': 'uu', 'str': 'uu for a', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'v', 'to': 'ā̊', 'str': 'ā̊ for v', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'ā', 'str': 'ā inserted', 'is_documented': True, 'description': 'This refers to anaptyxis (vowel insertion). Anaptyxis is very frequent in Indian manuscripts, and the usual anaptyctic vowel is a, not specifically ā (long a)'}]","[{'id': 'Y0.3WazGr', 'index': 13}]"
mruti,mraōtū,2.0,"[{'type': 'replace', 'from': 'u', 'to': 'aō', 'str': 'aō for u', 'is_documented': True, 'description': 'aō replaced by u, seen in oral-influenced Indian manuscripts.'}, {'type': 'replace', 'from': 'i', 'to': 'ū', 'str': 'ū for i', 'is_documented': False, 'description': None}]","[{'id': 'Y0.3WazGr', 'index': 14}]"
tē,tē,0.0,[],"[{'id': 'Y0.3WazGr', 'index': 15}]"
aṣ̌əm,aṣ̌əm,0.0,[],"[{'id': 'Y0.3WazGr', 'index': 16}, {'id': 'Y0.4AV', 'index': 0}]"
vohī,vohū,1.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.4AV', 'index': 1}]"
yaϑā,yaϑā,0.0,[],"[{'id': 'Y0.4AV', 'index': 2}, {'id': 'Y0.5YAV', 'index': 0}]"
ahī,ahū,0.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.5YAV', 'index': 1}]"
vairiiō,vairiiō,0.0,[],"[{'id': 'Y0.5YAV', 'index': 2}]"
frastuiiē,fərastuiiē,1.0,"[{'type': 'delete', 'from': 'ə', 'str': 'ə deleted', 'is_documented': True, 'description': 'Vowel syncope: loss of short ə, especially before semivowels.'}]","[{'id': 'Y0.5YAV', 'index': 3}, {'id': 'Y0.6a', 'index': 0}, {'id': 'Y0.6a', 'index': 1}]"
humatōibiiascā,humatōibiiascā,0.0,[],"[{'id': 'Y0.6a', 'index': 2}]"
hīxtōibiiascā,hūxtōibiiascā,1.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.6a', 'index': 3}]"
huuarəštōibiiascā,huuarštōibiiascā,1.0,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6a', 'index': 4}]"
mąϑβōibiiascā,mąϑβōibiiascā,0.0,[],"[{'id': 'Y0.6a', 'index': 5}]"
vaxəδβōibiiascā,vaxəδβōibiiascā,0.0,[],"[{'id': 'Y0.6a', 'index': 6}]"
varəštβōibiiascā,vaxəδβōibiiascā,3.0,"[{'type': 'replace', 'from': 'r', 'to': 'x', 'str': 'x for r', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'š', 'to': 'δ', 'str': 'δ for š', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 't', 'str': 't inserted', 'is_documented': False, 'description': None}]","[{'id': 'Y0.6a', 'index': 7}, {'id': 'Y0.6a', 'index': 8}]"
aibīgairiiā,aibīgairiiā,0.0,[],"[{'id': 'Y0.6a', 'index': 9}, {'id': 'Y0.6b', 'index': 0}]"
daide,daiϑē,2.0,"[{'type': 'replace', 'from': 'd', 'to': 'ϑ', 'str': 'ϑ for d', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'e', 'to': 'ē', 'str': 'ē for e', 'is_documented': True, 'description': 'This is a common feature of vowel quantity change observed in Indian manuscripts. It particularly affects final ē, which tends to be shortened to e due to recitation habits. This is considered not merely a quantitative alteration, but also a qualitative shift where the original more open ē transitions to a closer e. This pattern of shortening is prevalent across various Indian manuscript lineages'}]","[{'id': 'Y0.6b', 'index': 1}]"
daite,daiϑē,2.0,"[{'type': 'replace', 'from': 't', 'to': 'ϑ', 'str': 'ϑ for t', 'is_documented': True, 'description': 'Fricative ϑ replaced by t, common in Persian transcriptions.'}, {'type': 'replace', 'from': 'e', 'to': 'ē', 'str': 'ē for e', 'is_documented': True, 'description': 'This is a common feature of vowel quantity change observed in Indian manuscripts. It particularly affects final ē, which tends to be shortened to e due to recitation habits. This is considered not merely a quantitative alteration, but also a qualitative shift where the original more open ē transitions to a closer e. This pattern of shortening is prevalent across various Indian manuscript lineages'}]","[{'id': 'Y0.6b', 'index': 2}]"
daide,daiϑē,2.0,"[{'type': 'replace', 'from': 'd', 'to': 'ϑ', 'str': 'ϑ for d', 'is_documented': False, 'description': None}, {'type': 'replace', 'from': 'e', 'to': 'ē', 'str': 'ē for e', 'is_documented': True, 'description': 'This is a common feature of vowel quantity change observed in Indian manuscripts. It particularly affects final ē, which tends to be shortened to e due to recitation habits. This is considered not merely a quantitative alteration, but also a qualitative shift where the original more open ē transitions to a closer e. This pattern of shortening is prevalent across various Indian manuscript lineages'}]","[{'id': 'Y0.6b', 'index': 3}]"
daite,daiϑē,2.0,"[{'type': 'replace', 'from': 't', 'to': 'ϑ', 'str': 'ϑ for t', 'is_documented': True, 'description': 'Fricative ϑ replaced by t, common in Persian transcriptions.'}, {'type': 'replace', 'from': 'e', 'to': 'ē', 'str': 'ē for e', 'is_documented': True, 'description': 'This is a common feature of vowel quantity change observed in Indian manuscripts. It particularly affects final ē, which tends to be shortened to e due to recitation habits. This is considered not merely a quantitative alteration, but also a qualitative shift where the original more open ē transitions to a closer e. This pattern of shortening is prevalent across various Indian manuscript lineages'}]","[{'id': 'Y0.6b', 'index': 4}]"
vīspā̊,vīspā̊,0.0,[],"[{'id': 'Y0.6b', 'index': 5}, {'id': 'Y0.6b', 'index': 6}]"
humatācā,humatācā,0.0,[],"[{'id': 'Y0.6b', 'index': 7}]"
hīxtācā,hūxtācā,1.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.6b', 'index': 8}]"
huuarəštācā,huuarštācā,1.0,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6b', 'index': 9}, {'id': 'Y0.6b', 'index': 10}]"
paitīriciiā,paitīriciiā,0.0,[],"[{'id': 'Y0.6b', 'index': 11}, {'id': 'Y0.6c', 'index': 0}]"
daite,daiϑē,2.0,"[{'type': 'replace', 'from': 't', 'to': 'ϑ', 'str': 'ϑ for t', 'is_documented': True, 'description': 'Fricative ϑ replaced by t, common in Persian transcriptions.'}, {'type': 'replace', 'from': 'e', 'to': 'ē', 'str': 'ē for e', 'is_documented': True, 'description': 'This is a common feature of vowel quantity change observed in Indian manuscripts. It particularly affects final ē, which tends to be shortened to e due to recitation habits. This is considered not merely a quantitative alteration, but also a qualitative shift where the original more open ē transitions to a closer e. This pattern of shortening is prevalent across various Indian manuscript lineages'}]","[{'id': 'Y0.6c', 'index': 1}, {'id': 'Y0.6c', 'index': 2}]"
vīspā̊,vīspā̊,0.0,[],"[{'id': 'Y0.6c', 'index': 3}]"
duṣ̌matācā,dušmatācā,1.0,"[{'type': 'replace', 'from': 'ṣ̌', 'to': 'š', 'str': 'š for ṣ̌', 'is_documented': False, 'description': None}]","[{'id': 'Y0.6c', 'index': 4}]"
dužīxtācā,dužūxtācā,1.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.6c', 'index': 5}, {'id': 'Y0.6c', 'index': 6}]"
dužuuarəštācā,dužuuarštācā,1.0,"[{'type': 'insert', 'to': 'ə', 'str': 'ə inserted', 'is_documented': True, 'description': ""In Indian manuscripts, anaptyxis (vowel insertion) is very frequent, especially in consonantal clusters involving sonorants (m, n, r). The usual anaptyctic vowel is a. Examples include sar for sr, man for mn, xaš for xš. Less commonly, ə or i can be inserted in hr clusters. This is influenced by Gujarati's tendency to avoid complex consonant clusters and prefer open syllables.In Iranian manuscripts, syncope (vowel deletion) is frequent, particularly of short vowels in the first syllables of polysyllabic words. This is attributed to the 'allegro' (fast) pronunciation in regions like Yazd. Common positions for syncope include before r (e.g., srəδanąmca for sarəδanąmca), before semivowels (ii, uu), and after h. i deletion is part of this phenomenon.""}]","[{'id': 'Y0.6c', 'index': 7}]"
frā,frā,0.0,[],"[{'id': 'Y0.6c', 'index': 8}, {'id': 'Y0.7a', 'index': 0}]"
vīrāhī,və̄rāhī,1.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ə̄', 'str': 'ə̄ for ī', 'is_documented': True, 'description': 'In Iranian manuscripts, there is a tendency for long palatal vowels like ə̄ to close into ī. This is part of a broader pattern where short palatal vowels tend to be open, and long ones tend to be closed'}]","[{'id': 'Y0.7a', 'index': 1}]"
aməṣ̌ā̊,aməṣ̌ā̊,0.0,[],"[{'id': 'Y0.7a', 'index': 3}]"
spəṇtā,spəṇtā,0.0,[],"[{'id': 'Y0.7a', 'index': 4}]"
yasnəmcā,yasnəmcā,0.0,[],"[{'id': 'Y0.7a', 'index': 5}, {'id': 'Y0.7a', 'index': 6}]"
vahməmcā,vaɱəmcā,2.0,"[{'type': 'replace', 'from': 'h', 'to': 'ɱ', 'str': 'ɱ for h', 'is_documented': False, 'description': None}, {'type': 'insert', 'to': 'm', 'str': 'm inserted', 'is_documented': True, 'description': 'm can be an inserted anaptyctic vowel as part of consonantal groups involving sonorants (m, n, r)'}]","[{'id': 'Y0.7a', 'index': 7}]"
frā,frā,0.0,[],"[{'id': 'Y0.7a', 'index': 8}, {'id': 'Y0.7b', 'index': 0}]"
manaŋhā,manaŋhā,0.0,[],"[{'id': 'Y0.7b', 'index': 1}]"
frā,frā,0.0,[],"[{'id': 'Y0.7b', 'index': 2}]"
vacaŋhā,vacaŋhā,0.0,[],"[{'id': 'Y0.7b', 'index': 3}]"
frā,frā,0.0,[],"[{'id': 'Y0.7b', 'index': 4}]"
š́iiaōϑanā̊,š́iiaōϑanā,1.0,"[{'type': 'replace', 'from': 'ā̊', 'to': 'ā', 'str': 'ā for ā̊', 'is_documented': True, 'description': ""In Iranian manuscripts, the dominant trend is the disappearance of ā̊, evolving into ā. This is considered a 'loss of a distinctive vowel'. Therefore, ā̊ for ā would primarily represent an inverse spelling or a 'wrong transcription' in this tradition""}]","[{'id': 'Y0.7b', 'index': 5}]"
frā,frā,0.0,[],"[{'id': 'Y0.7b', 'index': 6}, {'id': 'Y0.7b', 'index': 7}]"
aŋhā̊iiā,aŋhuiiā,2.0,"[{'type': 'replace', 'from': 'ā̊', 'to': 'u', 'str': 'u for ā̊', 'is_documented': False, 'description': None}]","[{'id': 'Y0.7b', 'index': 8}]"
frā,frā,0.0,[],"[{'id': 'Y0.7b', 'index': 9}]"
tanuuascīt̰,tanuuascīt̰,0.0,[],"[{'id': 'Y0.7b', 'index': 10}]"
xᵛax́iiā,xᵛax́iiā̊,1.0,"[{'type': 'replace', 'from': 'ā', 'to': 'ā̊', 'str': 'ā̊ for ā', 'is_documented': True, 'description': 'This is a well-documented orthographic feature in Iranian manuscripts, reflecting a tendency for the letter ā̊ to disappear by evolving into ā. This change is particularly prevalent in later Iranian copies from the 19th century, where ā replaces ā̊ in a high percentage of occurrences (over 75% in some manuscripts). Possible reasons suggested include Indian influence or erroneous transcription. In contrast, Indian manuscripts exhibit different behaviours for ā̊, such as its use for āu or its graphical representation as ā/ə in line-breaks, implying a pronunciation similar to /āo/ or /āe/'}]","[{'id': 'Y0.7b', 'index': 11}, {'id': 'Y0.7b', 'index': 12}]"
uštanəm,uštanəm,0.0,[],"[{'id': 'Y0.7b', 'index': 13}]"
staōmī,staōmī,0.0,[],"[{'id': 'Y0.7b', 'index': 14}, {'id': 'Y0.8a', 'index': 0}]"
aṣ̌əm,aṣ̌əm,0.0,[],"[{'id': 'Y0.8a', 'index': 1}]"
aṣ̌əm,aṣ̌əm,0.0,[],"[{'id': 'Y0.8a', 'index': 2}, {'id': 'Y0.9AV', 'index': 0}, {'id': 'Y0.9AV', 'index': 1}]"
vohī,vohū,1.0,"[{'type': 'replace', 'from': 'ī', 'to': 'ū', 'str': 'ū for ī', 'is_documented': True, 'description': 'This is a prominent and widespread orthographic and phonological feature in Avestan manuscripts, particularly within the Iranian tradition'}]","[{'id': 'Y0.9AV', 'index': 2}]"
frauuarāne,frauuarāne,0.0,[],"[{'id': 'Y0.9AV', 'index': 3}, {'id': 'Y0.10Frauuarane.a', 'index': 0}]"
mazdaiiasnō,mazdaiiasnō,0.0,[],"[{'id': 'Y0.10Frauuarane.a', 'index': 1}, {'id': 'Y0.10Frauuarane.a', 'index': 2}]"
zaraϑuštrəš,zaraϑuštriš,1.0,"[{'type': 'replace', 'from': 'ə', 'to': 'i', 'str': 'i for ə', 'is_documented': True, 'description': 'ə used for i, especially in Iranian manuscripts.'}]","[{'id': 'Y0.10Frauuarane.a', 'index': 3}]"
vīdaēuuō,vīdaēuuō,0.0,[],"[{'id': 'Y0.10Frauuarane.a', 'index': 4}]"
